,0,1,2
400,5116,5013,0.29
401,5115,5013,0.79
402,5114,5013,0.10
403,5113,5013,0.03
404,5112,5013,0.47
405,5111,5013,0.36
406,5110,5013,0.26
407,5109,5013,0.13
408,5108,5013,0.08
409,5107,5013,0.10
410,5106,5013,0.07
411,5105,5013,0.03
412,5104,5013,0.23
413,5103,5013,0.06
414,5102,5013,0.38
415,5101,5013,3.27
416,5126,5014,12.43
417,5125,5014,9.85
418,5124,5014,21.63
419,5123,5014,86.14
420,5122,5014,17.24
421,5121,5014,47.33
422,5120,5014,29.41
423,5013,5014,47.66
424,5014,5014,0.00
425,5015,5014,64.84
426,5016,5014,487.60
427,5017,5014,282.92
428,5018,5014,381.72
429,5019,5014,28.13
430,5020,5014,19.38
431,5306,5014,0.00
432,5305,5014,0.19
433,5304,5014,0.55
434,5303,5014,0.06
435,5302,5014,0.15
436,5301,5014,0.07
437,5012,5014,32.51
438,5011,5014,24.82
439,5010,5014,30.39
440,5009,5014,24.75
441,5008,5014,30.00
442,5007,5014,4.50
443,5006,5014,24.47
444,5005,5014,3.92
445,5004,5014,13.75
446,5003,5014,9.72
447,5002,5014,20.89
448,5001,5014,4.74
449,5119,5014,0.29
450,5118,5014,0.26
451,5117,5014,0.42
452,5116,5014,0.11
453,5115,5014,0.14
454,5114,5014,0.08
455,5113,5014,0.02
456,5112,5014,0.07
457,5111,5014,0.04
458,5110,5014,0.10
459,5109,5014,0.03
460,5108,5014,0.01
461,5107,5014,0.02
462,5106,5014,0.01
463,5105,5014,0.01
464,5104,5014,0.05
465,5103,5014,0.04
466,5102,5014,0.03
467,5101,5014,1.69
468,5126,5015,53.97
469,5125,5015,30.36
470,5124,5015,27.62
471,5123,5015,62.51
472,5122,5015,16.70
473,5121,5015,29.55
474,5120,5015,2.58
475,5013,5015,3.32
476,5014,5015,15.47
477,5015,5015,0.00
478,5016,5015,46.96
479,5017,5015,8.99
480,5018,5015,19.95
481,5019,5015,10.76
482,5020,5015,6.89
483,5306,5015,0.59
484,5305,5015,4.30
485,5304,5015,21.12
486,5303,5015,0.73
487,5302,5015,5.78
488,5301,5015,1.19
489,5012,5015,0.92
490,5011,5015,14.14
491,5010,5015,15.01
492,5009,5015,13.65
493,5008,5015,9.96
494,5007,5015,1.74
495,5006,5015,13.11
496,5005,5015,1.48
497,5004,5015,8.38
498,5003,5015,8.64
499,5002,5015,12.89
500,5001,5015,4.25
501,5119,5015,0.47
502,5118,5015,0.37
503,5117,5015,0.68
504,5116,5015,0.52
505,5115,5015,0.84
506,5114,5015,0.14
507,5113,5015,0.00
508,5112,5015,0.12
509,5111,5015,0.14
510,5110,5015,0.33
511,5109,5015,0.18
512,5108,5015,0.04
513,5107,5015,0.06
514,5106,5015,0.02
515,5105,5015,0.08
516,5104,5015,0.95
517,5103,5015,0.11
518,5102,5015,0.15
519,5101,5015,2.73
520,5126,5016,230.40
521,5125,5016,101.99
522,5124,5016,80.77
523,5123,5016,192.20
524,5122,5016,52.19
525,5121,5016,113.76
526,5120,5016,19.31
527,5013,5016,46.89
528,5014,5016,44.24
529,5015,5016,69.02
530,5016,5016,0.00
531,5017,5016,208.68
532,5018,5016,343.09
533,5019,5016,87.93
534,5020,5016,77.89
535,5306,5016,0.68
536,5305,5016,0.65
537,5304,5016,6.74
538,5303,5016,0.06
539,5302,5016,0.65
540,5301,5016,0.02
541,5012,5016,19.13
542,5011,5016,66.53
543,5010,5016,77.02
544,5009,5016,51.49
545,5008,5016,46.29
546,5007,5016,6.48
547,5006,5016,50.49
548,5005,5016,11.21
549,5004,5016,39.32
550,5003,5016,32.24
551,5002,5016,53.87
552,5001,5016,12.41
553,5119,5016,1.55
554,5118,5016,1.51
555,5117,5016,3.60
556,5116,5016,2.03
557,5115,5016,1.39
558,5114,5016,0.37
559,5113,5016,0.01
560,5112,5016,0.67
561,5111,5016,0.58
562,5110,5016,1.41
563,5109,5016,0.55
564,5108,5016,0.12
565,5107,5016,0.15
566,5106,5016,0.21
567,5105,5016,0.18
568,5104,5016,0.55
569,5103,5016,0.43
570,5102,5016,0.54
571,5101,5016,14.53
572,5126,5017,67.58
573,5125,5017,32.22
574,5124,5017,21.72
575,5123,5017,53.22
576,5122,5017,20.47
577,5121,5017,38.14
578,5120,5017,3.46
579,5013,5017,3.67
580,5014,5017,17.56
581,5015,5017,14.85
582,5016,5017,94.39
583,5017,5017,0.00
584,5018,5017,27.91
585,5019,5017,29.98
586,5020,5017,15.30
587,5306,5017,0.82
588,5305,5017,1.86
589,5304,5017,2.11
590,5303,5017,0.09
591,5302,5017,0.05
592,5301,5017,0.00
593,5012,5017,1.45
594,5011,5017,17.06
595,5010,5017,24.28
596,5009,5017,13.98
597,5008,5017,8.63
598,5007,5017,1.22
599,5006,5017,13.60
600,5005,5017,2.93
601,5004,5017,10.38
602,5003,5017,9.58
603,5002,5017,13.90
604,5001,5017,4.91
605,5119,5017,0.50
606,5118,5017,0.50
607,5117,5017,1.21
608,5116,5017,1.31
609,5115,5017,0.42
610,5114,5017,0.33
611,5113,5017,0.03
612,5112,5017,0.18
613,5111,5017,0.49
614,5110,5017,0.21
615,5109,5017,0.16
616,5108,5017,0.13
617,5107,5017,0.17
618,5106,5017,0.07
619,5105,5017,0.03
620,5104,5017,0.26
621,5103,5017,0.35
622,5102,5017,0.51
623,5101,5017,4.87
624,5126,5018,71.17
625,5125,5018,43.19
626,5124,5018,32.30
627,5123,5018,89.70
628,5122,5018,29.48
629,5121,5018,63.17
630,5120,5018,8.52
631,5013,5018,6.64
632,5014,5018,32.12
633,5015,5018,22.37
634,5016,5018,171.05
635,5017,5018,57.52
636,5018,5018,0.00
637,5019,5018,24.53
638,5020,5018,27.62
639,5306,5018,1.85
640,5305,5018,4.82
641,5304,5018,4.61
642,5303,5018,0.28
643,5302,5018,0.00
644,5301,5018,0.00
645,5012,5018,3.07
646,5011,5018,22.46
647,5010,5018,36.02
648,5009,5018,24.81
649,5008,5018,12.95
650,5007,5018,2.42
651,5006,5018,21.10
652,5005,5018,4.43
653,5004,5018,16.21
654,5003,5018,12.20
655,5002,5018,20.47
656,5001,5018,5.84
657,5119,5018,0.87
658,5118,5018,0.78
659,5117,5018,1.90
660,5116,5018,1.01
661,5115,5018,0.35
662,5114,5018,0.18
663,5113,5018,0.06
664,5112,5018,0.87
665,5111,5018,0.45
666,5110,5018,0.52
667,5109,5018,0.81
668,5108,5018,0.06
669,5107,5018,0.08
670,5106,5018,0.04
671,5105,5018,0.02
672,5104,5018,0.16
673,5103,5018,0.07
674,5102,5018,0.26
675,5101,5018,7.67
676,5126,5019,82.46
677,5125,5019,41.60
678,5124,5019,39.29
679,5123,5019,86.54
680,5122,5019,26.51
681,5121,5019,57.23
682,5120,5019,5.01
683,5013,5019,8.17
684,5014,5019,26.34
685,5015,5019,18.96
686,5016,5019,196.35
687,5017,5019,41.49
688,5018,5019,42.10
689,5019,5019,0.00
690,5020,5019,10.44
691,5306,5019,1.39
692,5305,5019,5.00
693,5304,5019,4.18
694,5303,5019,0.79
695,5302,5019,0.06
696,5301,5019,0.03
697,5012,5019,1.69
698,5011,5019,27.68
699,5010,5019,41.14
700,5009,5019,30.54
701,5008,5019,16.13
702,5007,5019,2.65
703,5006,5019,19.93
704,5005,5019,2.91
705,5004,5019,16.10
706,5003,5019,12.59
707,5002,5019,31.74
708,5001,5019,8.59
709,5119,5019,1.12
710,5118,5019,1.64
711,5117,5019,3.43
712,5116,5019,1.24
713,5115,5019,0.29
714,5114,5019,0.44
715,5113,5019,0.04
716,5112,5019,0.28
717,5111,5019,0.56
718,5110,5019,0.46
719,5109,5019,0.38
720,5108,5019,0.18
721,5107,5019,0.22
722,5106,5019,0.16
723,5105,5019,0.15
724,5104,5019,0.74
725,5103,5019,0.63
726,5102,5019,0.46
727,5101,5019,13.86
728,5126,5020,61.94
729,5125,5020,38.59
730,5124,5020,37.21
731,5123,5020,81.15
732,5122,5020,25.82
733,5121,5020,51.04
734,5120,5020,5.79
735,5013,5020,4.82
736,5014,5020,29.82
737,5015,5020,18.45
738,5016,5020,183.50
739,5017,5020,38.64
740,5018,5020,55.96
741,5019,5020,17.39
742,5020,5020,0.00
743,5306,5020,1.42
744,5305,5020,2.71
745,5304,5020,1.99
746,5303,5020,0.22
747,5302,5020,0.01
748,5301,5020,0.00
749,5012,5020,1.68
750,5011,5020,23.38
751,5010,5020,41.44
752,5009,5020,26.79
753,5008,5020,13.77
754,5007,5020,1.39
755,5006,5020,19.12
756,5005,5020,3.32
757,5004,5020,13.25
758,5003,5020,11.63
759,5002,5020,26.09
760,5001,5020,6.81
761,5119,5020,1.08
762,5118,5020,0.88
763,5117,5020,2.59
764,5116,5020,0.53
765,5115,5020,0.68
766,5114,5020,0.60
767,5113,5020,0.01
768,5112,5020,0.37
769,5111,5020,0.37
770,5110,5020,0.28
771,5109,5020,0.69
772,5108,5020,0.08
773,5107,5020,0.10
774,5106,5020,0.04
775,5105,5020,0.02
776,5104,5020,0.19
777,5103,5020,0.28
778,5102,5020,0.89
779,5101,5020,10.45
780,5126,5306,60.22
781,5125,5306,43.12
782,5124,5306,66.83
783,5123,5306,178.72
784,5122,5306,37.62
785,5121,5306,100.06
786,5120,5306,54.99
787,5013,5306,49.57
788,5014,5306,0.00
789,5015,5306,0.11
790,5016,5306,0.00
791,5017,5306,1.37
792,5018,5306,2.59
793,5019,5306,0.64
794,5020,5306,0.38
795,5306,5306,0.00
796,5305,5306,7.68
797,5304,5306,10.99
798,5303,5306,18.48
799,5302,5306,10.60
800,5301,5306,9.79
801,5012,5306,0.12
802,5011,5306,3.59
803,5010,5306,6.25
804,5009,5306,2.85
805,5008,5306,2.04
806,5007,5306,0.24
807,5006,5306,2.98
808,5005,5306,0.61
809,5004,5306,1.77
810,5003,5306,1.67
811,5002,5306,4.14
812,5001,5306,0.66
813,5119,5306,4.70
814,5118,5306,2.00
815,5117,5306,2.60
816,5116,5306,0.61
817,5115,5306,0.81
818,5114,5306,0.53
819,5113,5306,0.03
820,5112,5306,0.46
821,5111,5306,0.29
822,5110,5306,0.29
823,5109,5306,0.07
824,5108,5306,0.14
825,5107,5306,0.18
826,5106,5306,0.14
827,5105,5306,0.10
828,5104,5306,0.27
829,5103,5306,0.23
830,5102,5306,0.20
831,5101,5306,10.50
832,5126,5305,68.90
833,5125,5305,36.38
834,5124,5305,26.29
835,5123,5305,79.07
836,5122,5305,18.66
837,5121,5305,47.16
838,5120,5305,10.54
839,5013,5305,5.13
840,5014,5305,0.49
841,5015,5305,3.90
842,5016,5305,2.12
843,5017,5305,3.59
844,5018,5305,13.19
845,5019,5305,4.32
846,5020,5305,2.01
847,5306,5305,5.89
848,5305,5305,0.00
849,5304,5305,28.81
850,5303,5305,26.82
851,5302,5305,13.77
852,5301,5305,20.84
853,5012,5305,0.15
854,5011,5305,11.43
855,5010,5305,24.60
856,5009,5305,15.30
857,5008,5305,12.52
858,5007,5305,1.80
859,5006,5305,12.95
860,5005,5305,2.12
861,5004,5305,10.33
862,5003,5305,7.66
863,5002,5305,21.00
864,5001,5305,5.71
865,5119,5305,12.73
866,5118,5305,3.42
867,5117,5305,3.91
868,5116,5305,1.50
869,5115,5305,1.18
870,5114,5305,0.70
871,5113,5305,0.25
872,5112,5305,0.89
873,5111,5305,0.55
874,5110,5305,0.16
875,5109,5305,0.18
876,5108,5305,0.09
877,5107,5305,0.11
878,5106,5305,0.09
879,5105,5305,0.09
880,5104,5305,0.49
881,5103,5305,0.31
882,5102,5305,0.91
883,5101,5305,15.77
884,5126,5304,9.29
885,5125,5304,4.78
886,5124,5304,4.89
887,5123,5304,8.91
888,5122,5304,3.29
889,5121,5304,8.53
890,5120,5304,1.35
891,5013,5304,1.14
892,5014,5304,0.15
893,5015,5304,1.01
894,5016,5304,0.48
895,5017,5304,0.69
896,5018,5304,0.44
897,5019,5304,0.12
898,5020,5304,0.12
899,5306,5304,1.27
900,5305,5304,2.17
901,5304,5304,0.00
902,5303,5304,1.50
903,5302,5304,1.71
904,5301,5304,2.76
905,5012,5304,0.01
906,5011,5304,1.05
907,5010,5304,2.47
908,5009,5304,2.36
909,5008,5304,1.25
910,5007,5304,0.20
911,5006,5304,1.85
912,5005,5304,0.33
913,5004,5304,1.49
914,5003,5304,0.98
915,5002,5304,2.17
916,5001,5304,0.24
917,5119,5304,1.17
918,5118,5304,0.30
919,5117,5304,0.40
920,5116,5304,0.14
921,5115,5304,0.04
922,5114,5304,0.02
923,5113,5304,0.00
924,5112,5304,0.03
925,5111,5304,0.02
926,5110,5304,0.05
927,5109,5304,0.01
928,5108,5304,0.00
929,5107,5304,0.01
930,5106,5304,0.03
931,5105,5304,0.03
932,5104,5304,0.09
933,5103,5304,0.09
934,5102,5304,0.14
935,5101,5304,1.62
936,5126,5303,143.01
937,5125,5303,75.10
938,5124,5303,60.21
939,5123,5303,128.58
940,5122,5303,43.26
941,5121,5303,89.25
942,5120,5303,13.19
943,5013,5303,10.89
944,5014,5303,0.52
945,5015,5303,5.10
946,5016,5303,0.85
947,5017,5303,3.28
948,5018,5303,0.39
949,5019,5303,2.44
950,5020,5303,0.24
951,5306,5303,13.14
952,5305,5303,32.22
953,5304,5303,28.60
954,5303,5303,0.00
955,5302,5303,11.18
956,5301,5303,15.31
957,5012,5303,0.18
958,5011,5303,20.52
959,5010,5303,33.13
960,5009,5303,18.09
961,5008,5303,18.09
962,5007,5303,2.69
963,5006,5303,20.78
964,5005,5303,4.40
965,5004,5303,17.41
966,5003,5303,10.73
967,5002,5303,32.60
968,5001,5303,6.68
969,5119,5303,8.90
970,5118,5303,3.27
971,5117,5303,5.88
972,5116,5303,1.81
973,5115,5303,2.41
974,5114,5303,0.60
975,5113,5303,0.09
976,5112,5303,0.54
977,5111,5303,0.65
978,5110,5303,0.58
979,5109,5303,0.78
980,5108,5303,0.19
981,5107,5303,0.23
982,5106,5303,0.11
983,5105,5303,0.09
984,5104,5303,0.65
985,5103,5303,0.66
986,5102,5303,1.12
987,5101,5303,23.72
988,5126,5302,68.22
989,5125,5302,35.43
990,5124,5302,26.39
991,5123,5302,59.58
992,5122,5302,23.93
993,5121,5302,51.88
994,5120,5302,8.59
995,5013,5302,4.55
996,5014,5302,0.58
997,5015,5302,11.33
998,5016,5302,4.26
999,5017,5302,1.00
1000,5018,5302,0.00
1001,5019,5302,0.00
1002,5020,5302,0.00
1003,5306,5302,10.50
1004,5305,5302,19.26
1005,5304,5302,19.72
1006,5303,5302,11.32
1007,5302,5302,0.00
1008,5301,5302,4.42
1009,5012,5302,0.12
1010,5011,5302,10.87
1011,5010,5302,15.81
1012,5009,5302,11.45
1013,5008,5302,7.62
1014,5007,5302,0.93
1015,5006,5302,11.17
1016,5005,5302,2.18
1017,5004,5302,8.85
1018,5003,5302,6.30
1019,5002,5302,16.57
1020,5001,5302,5.53
1021,5119,5302,5.96
1022,5118,5302,1.83
1023,5117,5302,3.72
1024,5116,5302,1.34
1025,5115,5302,0.38
1026,5114,5302,0.65
1027,5113,5302,0.17
1028,5112,5302,0.34
1029,5111,5302,0.47
1030,5110,5302,0.14
1031,5109,5302,0.19
1032,5108,5302,0.05
1033,5107,5302,0.06
1034,5106,5302,0.04
1035,5105,5302,0.07
1036,5104,5302,0.59
1037,5103,5302,0.39
1038,5102,5302,1.10
1039,5101,5302,15.01
1040,5126,5301,56.51
1041,5125,5301,28.69
1042,5124,5301,28.06
1043,5123,5301,53.01
1044,5122,5301,14.45
1045,5121,5301,37.63
1046,5120,5301,9.49
1047,5013,5301,2.92
1048,5014,5301,0.59
1049,5015,5301,3.47
1050,5016,5301,1.89
1051,5017,5301,0.47
1052,5018,5301,0.22
1053,5019,5301,0.01
1054,5020,5301,0.00
1055,5306,5301,5.58
1056,5305,5301,13.77
1057,5304,5301,16.06
1058,5303,5301,9.67
1059,5302,5301,11.35
1060,5301,5301,0.00
1061,5012,5301,0.09
1062,5011,5301,8.64
1063,5010,5301,18.30
1064,5009,5301,7.42
1065,5008,5301,8.93
1066,5007,5301,0.93
1067,5006,5301,7.97
1068,5005,5301,1.20
1069,5004,5301,5.00
1070,5003,5301,5.22
1071,5002,5301,12.85
1072,5001,5301,2.81
1073,5119,5301,4.22
1074,5118,5301,1.17
1075,5117,5301,2.26
1076,5116,5301,0.63
1077,5115,5301,1.61
1078,5114,5301,0.49
1079,5113,5301,0.06
1080,5112,5301,0.29
1081,5111,5301,0.25
1082,5110,5301,0.12
1083,5109,5301,0.17
1084,5108,5301,0.06
1085,5107,5301,0.08
1086,5106,5301,0.07
1087,5105,5301,0.08
1088,5104,5301,0.52
1089,5103,5301,0.08
1090,5102,5301,0.26
1091,5101,5301,9.11
1092,5126,5012,14.84
1093,5125,5012,6.78
1094,5124,5012,5.36
1095,5123,5012,11.40
1096,5122,5012,2.59
1097,5121,5012,9.33
1098,5120,5012,2.02
1099,5013,5012,0.55
1100,5014,5012,2.52
1101,5015,5012,1.08
1102,5016,5012,6.87
1103,5017,5012,2.65
1104,5018,5012,3.46
1105,5019,5012,0.37
1106,5020,5012,0.56
1107,5306,5012,0.00
1108,5305,5012,0.00
1109,5304,5012,0.00
1110,5303,5012,0.00
1111,5302,5012,0.00
1112,5301,5012,0.00
1113,5012,5012,0.00
1114,5011,5012,6.24
1115,5010,5012,10.37
1116,5009,5012,5.14
1117,5008,5012,7.11
1118,5007,5012,0.95
1119,5006,5012,8.99
1120,5005,5012,1.22
1121,5004,5012,4.14
1122,5003,5012,2.73
1123,5002,5012,6.41
1124,5001,5012,1.89
1125,5119,5012,3.51
1126,5118,5012,0.63
1127,5117,5012,0.63
1128,5116,5012,0.42
1129,5115,5012,0.22
1130,5114,5012,0.10
1131,5113,5012,0.03
1132,5112,5012,0.20
1133,5111,5012,0.21
1134,5110,5012,0.18
1135,5109,5012,0.15
1136,5108,5012,0.08
1137,5107,5012,0.10
1138,5106,5012,0.12
1139,5105,5012,0.07
1140,5104,5012,0.24
1141,5103,5012,0.04
1142,5102,5012,0.08
1143,5101,5012,2.54
1144,5126,5011,47.14
1145,5125,5011,27.64
1146,5124,5011,12.04
1147,5123,5011,25.00
1148,5122,5011,10.86
1149,5121,5011,13.11
1150,5120,5011,8.89
