,0,1,2
1151,5013,5011,6.59
1152,5014,5011,9.37
1153,5015,5011,12.54
1154,5016,5011,94.94
1155,5017,5011,33.61
1156,5018,5011,60.55
1157,5019,5011,8.98
1158,5020,5011,8.25
1159,5306,5011,2.45
1160,5305,5011,3.27
1161,5304,5011,2.61
1162,5303,5011,5.02
1163,5302,5011,3.08
1164,5301,5011,1.42
1165,5012,5011,10.88
1166,5011,5011,0.00
1167,5010,5011,72.61
1168,5009,5011,27.76
1169,5008,5011,79.39
1170,5007,5011,7.42
1171,5006,5011,52.66
1172,5005,5011,16.62
1173,5004,5011,39.29
1174,5003,5011,21.02
1175,5002,5011,64.03
1176,5001,5011,27.48
1177,5119,5011,36.09
1178,5118,5011,7.03
1179,5117,5011,5.28
1180,5116,5011,4.54
1181,5115,5011,4.67
1182,5114,5011,3.67
1183,5113,5011,0.54
1184,5112,5011,4.81
1185,5111,5011,7.30
1186,5110,5011,11.62
1187,5109,5011,8.10
1188,5108,5011,1.55
1189,5107,5011,1.97
1190,5106,5011,2.13
1191,5105,5011,1.92
1192,5104,5011,6.63
1193,5103,5011,3.70
1194,5102,5011,5.74
1195,5101,5011,21.30
1196,5126,5010,21.52
1197,5125,5010,19.24
1198,5124,5010,17.95
1199,5123,5010,59.44
1200,5122,5010,21.63
1201,5121,5010,46.29
1202,5120,5010,32.90
1203,5013,5010,14.24
1204,5014,5010,10.65
1205,5015,5010,14.25
1206,5016,5010,102.61
1207,5017,5010,44.79
1208,5018,5010,87.30
1209,5019,5010,9.33
1210,5020,5010,9.72
1211,5306,5010,4.08
1212,5305,5010,3.77
1213,5304,5010,4.97
1214,5303,5010,9.55
1215,5302,5010,7.63
1216,5301,5010,7.16
1217,5012,5010,53.45
1218,5011,5010,74.57
1219,5010,5010,0.00
1220,5009,5010,12.69
1221,5008,5010,213.81
1222,5007,5010,18.86
1223,5006,5010,74.21
1224,5005,5010,16.21
1225,5004,5010,44.97
1226,5003,5010,23.21
1227,5002,5010,46.72
1228,5001,5010,11.28
1229,5119,5010,5.26
1230,5118,5010,0.59
1231,5117,5010,2.38
1232,5116,5010,1.69
1233,5115,5010,1.69
1234,5114,5010,0.33
1235,5113,5010,0.03
1236,5112,5010,0.99
1237,5111,5010,0.17
1238,5110,5010,6.63
1239,5109,5010,12.02
1240,5108,5010,2.65
1241,5107,5010,3.33
1242,5106,5010,2.07
1243,5105,5010,1.48
1244,5104,5010,7.10
1245,5103,5010,5.36
1246,5102,5010,9.73
1247,5101,5010,9.61
1248,5126,5009,0.16
1249,5125,5009,0.13
1250,5124,5009,0.23
1251,5123,5009,0.71
1252,5122,5009,0.78
1253,5121,5009,1.48
1254,5120,5009,0.46
1255,5013,5009,8.25
1256,5014,5009,8.26
1257,5015,5009,10.13
1258,5016,5009,60.28
1259,5017,5009,23.49
1260,5018,5009,42.81
1261,5019,5009,5.56
1262,5020,5009,5.90
1263,5306,5009,3.08
1264,5305,5009,5.78
1265,5304,5009,4.34
1266,5303,5009,4.76
1267,5302,5009,3.65
1268,5301,5009,2.43
1269,5012,5009,8.87
1270,5011,5009,30.35
1271,5010,5009,5.01
1272,5009,5009,0.00
1273,5008,5009,109.25
1274,5007,5009,7.82
1275,5006,5009,69.27
1276,5005,5009,19.51
1277,5004,5009,54.71
1278,5003,5009,34.02
1279,5002,5009,136.01
1280,5001,5009,35.39
1281,5119,5009,0.00
1282,5118,5009,0.00
1283,5117,5009,0.00
1284,5116,5009,0.00
1285,5115,5009,0.00
1286,5114,5009,0.00
1287,5113,5009,0.00
1288,5112,5009,0.00
1289,5111,5009,0.00
1290,5110,5009,0.00
1291,5109,5009,0.00
1292,5108,5009,0.00
1293,5107,5009,0.00
1294,5106,5009,0.00
1295,5105,5009,0.00
1296,5104,5009,0.00
1297,5103,5009,0.00
1298,5102,5009,0.00
1299,5101,5009,0.00
1300,5126,5008,2.95
1301,5125,5008,5.01
1302,5124,5008,3.84
1303,5123,5008,10.02
1304,5122,5008,10.93
1305,5121,5008,19.06
1306,5120,5008,3.75
1307,5013,5008,6.60
1308,5014,5008,8.26
1309,5015,5008,10.46
1310,5016,5008,86.26
1311,5017,5008,30.71
1312,5018,5008,39.18
1313,5019,5008,5.50
1314,5020,5008,5.07
1315,5306,5008,1.97
1316,5305,5008,4.10
1317,5304,5008,6.21
1318,5303,5008,3.06
1319,5302,5008,2.33
1320,5301,5008,1.51
1321,5012,5008,8.01
1322,5011,5008,47.16
1323,5010,5008,68.08
1324,5009,5008,55.25
1325,5008,5008,0.00
1326,5007,5008,0.48
1327,5006,5008,22.14
1328,5005,5008,5.54
1329,5004,5008,11.42
1330,5003,5008,12.56
1331,5002,5008,44.31
1332,5001,5008,10.34
1333,5119,5008,0.04
1334,5118,5008,1.00
1335,5117,5008,2.48
1336,5116,5008,0.77
1337,5115,5008,0.73
1338,5114,5008,0.80
1339,5113,5008,0.43
1340,5112,5008,1.27
1341,5111,5008,0.77
1342,5110,5008,1.17
1343,5109,5008,0.96
1344,5108,5008,0.29
1345,5107,5008,0.36
1346,5106,5008,0.18
1347,5105,5008,0.08
1348,5104,5008,0.47
1349,5103,5008,0.21
1350,5102,5008,0.60
1351,5101,5008,10.02
1352,5126,5007,0.17
1353,5125,5007,0.11
1354,5124,5007,0.34
1355,5123,5007,1.42
1356,5122,5007,4.93
1357,5121,5007,14.18
1358,5120,5007,3.49
1359,5013,5007,14.77
1360,5014,5007,12.49
1361,5015,5007,15.60
1362,5016,5007,152.33
1363,5017,5007,56.17
1364,5018,5007,58.32
1365,5019,5007,6.99
1366,5020,5007,7.11
1367,5306,5007,3.90
1368,5305,5007,4.88
1369,5304,5007,7.32
1370,5303,5007,4.00
1371,5302,5007,3.30
1372,5301,5007,2.18
1373,5012,5007,14.46
1374,5011,5007,59.11
1375,5010,5007,64.37
1376,5009,5007,66.71
1377,5008,5007,21.92
1378,5007,5007,0.00
1379,5006,5007,13.02
1380,5005,5007,15.58
1381,5004,5007,52.98
1382,5003,5007,41.20
1383,5002,5007,153.26
1384,5001,5007,42.24
1385,5119,5007,0.04
1386,5118,5007,1.03
1387,5117,5007,3.11
1388,5116,5007,1.20
1389,5115,5007,1.47
1390,5114,5007,0.56
1391,5113,5007,0.16
1392,5112,5007,1.22
1393,5111,5007,1.03
1394,5110,5007,2.16
1395,5109,5007,1.43
1396,5108,5007,0.28
1397,5107,5007,0.35
1398,5106,5007,0.21
1399,5105,5007,0.11
1400,5104,5007,0.84
1401,5103,5007,0.27
1402,5102,5007,0.83
1403,5101,5007,12.54
1404,5126,5006,34.78
1405,5125,5006,21.67
1406,5124,5006,20.89
1407,5123,5006,45.57
1408,5122,5006,14.50
1409,5121,5006,28.66
1410,5120,5006,3.25
1411,5013,5006,2.71
1412,5014,5006,16.75
1413,5015,5006,10.36
1414,5016,5006,103.04
1415,5017,5006,21.70
1416,5018,5006,31.42
1417,5019,5006,9.76
1418,5020,5006,0.00
1419,5306,5006,0.80
1420,5305,5006,1.52
1421,5304,5006,1.12
1422,5303,5006,0.13
1423,5302,5006,0.00
1424,5301,5006,0.00
1425,5012,5006,0.94
1426,5011,5006,13.13
1427,5010,5006,23.27
1428,5009,5006,15.04
1429,5008,5006,7.73
1430,5007,5006,0.78
1431,5006,5006,0.00
1432,5005,5006,1.86
1433,5004,5006,7.44
1434,5003,5006,6.53
1435,5002,5006,14.65
1436,5001,5006,3.83
1437,5119,5006,0.61
1438,5118,5006,0.50
1439,5117,5006,1.45
1440,5116,5006,0.30
1441,5115,5006,0.38
1442,5114,5006,0.34
1443,5113,5006,0.00
1444,5112,5006,0.21
1445,5111,5006,0.21
1446,5110,5006,0.16
1447,5109,5006,0.39
1448,5108,5006,0.04
1449,5107,5006,0.05
1450,5106,5006,0.02
1451,5105,5006,0.01
1452,5104,5006,0.11
1453,5103,5006,0.15
1454,5102,5006,0.50
1455,5101,5006,5.87
1456,5126,5005,0.22
1457,5125,5005,0.18
1458,5124,5005,0.72
1459,5123,5005,4.73
1460,5122,5005,6.50
1461,5121,5005,12.44
1462,5120,5005,2.10
1463,5013,5005,8.74
1464,5014,5005,7.85
1465,5015,5005,10.53
1466,5016,5005,107.24
1467,5017,5005,36.39
1468,5018,5005,45.43
1469,5019,5005,4.43
1470,5020,5005,4.12
1471,5306,5005,2.32
1472,5305,5005,3.73
1473,5304,5005,4.31
1474,5303,5005,2.47
1475,5302,5005,1.41
1476,5301,5005,0.72
1477,5012,5005,8.28
1478,5011,5005,41.14
1479,5010,5005,54.02
1480,5009,5005,56.44
1481,5008,5005,27.96
1482,5007,5005,4.75
1483,5006,5005,34.83
1484,5005,5005,0.00
1485,5004,5005,34.21
1486,5003,5005,40.17
1487,5002,5005,109.99
1488,5001,5005,39.53
1489,5119,5005,0.04
1490,5118,5005,0.68
1491,5117,5005,2.14
1492,5116,5005,1.02
1493,5115,5005,1.21
1494,5114,5005,0.75
1495,5113,5005,0.32
1496,5112,5005,1.09
1497,5111,5005,0.87
1498,5110,5005,1.40
1499,5109,5005,0.68
1500,5108,5005,0.21
1501,5107,5005,0.26
1502,5106,5005,0.20
1503,5105,5005,0.09
1504,5104,5005,0.27
1505,5103,5005,0.16
1506,5102,5005,0.39
1507,5101,5005,8.65
1508,5126,5004,0.04
1509,5125,5004,0.03
1510,5124,5004,0.25
1511,5123,5004,2.62
1512,5122,5004,5.04
1513,5121,5004,8.24
1514,5120,5004,1.71
1515,5013,5004,8.63
1516,5014,5004,9.12
1517,5015,5004,10.30
1518,5016,5004,95.21
1519,5017,5004,28.22
1520,5018,5004,46.05
1521,5019,5004,5.00
1522,5020,5004,4.46
1523,5306,5004,3.42
1524,5305,5004,6.55
1525,5304,5004,6.75
1526,5303,5004,6.68
1527,5302,5004,4.10
1528,5301,5004,2.46
1529,5012,5004,7.96
1530,5011,5004,49.60
1531,5010,5004,52.29
1532,5009,5004,61.75
1533,5008,5004,26.93
1534,5007,5004,9.04
1535,5006,5004,49.29
1536,5005,5004,15.08
1537,5004,5004,0.00
1538,5003,5004,6.04
1539,5002,5004,63.81
1540,5001,5004,29.86
1541,5119,5004,0.06
1542,5118,5004,1.09
1543,5117,5004,3.11
1544,5116,5004,1.38
1545,5115,5004,0.54
1546,5114,5004,0.54
1547,5113,5004,0.18
1548,5112,5004,1.07
1549,5111,5004,1.23
1550,5110,5004,1.59
1551,5109,5004,1.58
1552,5108,5004,0.46
1553,5107,5004,0.58
1554,5106,5004,0.47
1555,5105,5004,0.30
1556,5104,5004,0.96
1557,5103,5004,0.61
1558,5102,5004,1.29
1559,5101,5004,12.54
1560,5126,5003,0.08
1561,5125,5003,0.00
1562,5124,5003,0.00
1563,5123,5003,0.19
1564,5122,5003,4.44
1565,5121,5003,9.37
1566,5120,5003,2.38
1567,5013,5003,10.33
1568,5014,5003,9.71
1569,5015,5003,9.90
1570,5016,5003,107.39
1571,5017,5003,34.10
1572,5018,5003,51.92
1573,5019,5003,5.04
1574,5020,5003,4.65
1575,5306,5003,3.86
1576,5305,5003,4.91
1577,5304,5003,8.53
1578,5303,5003,5.50
1579,5302,5003,3.33
1580,5301,5003,3.30
1581,5012,5003,13.62
1582,5011,5003,56.44
1583,5010,5003,68.93
1584,5009,5003,88.86
1585,5008,5003,44.31
1586,5007,5003,16.91
1587,5006,5003,88.33
1588,5005,5003,43.98
1589,5004,5003,22.17
1590,5003,5003,0.00
1591,5002,5003,125.59
1592,5001,5003,96.37
1593,5119,5003,0.07
1594,5118,5003,1.36
1595,5117,5003,3.62
1596,5116,5003,2.15
1597,5115,5003,2.53
1598,5114,5003,0.46
1599,5113,5003,0.26
1600,5112,5003,1.83
1601,5111,5003,1.68
1602,5110,5003,2.13
1603,5109,5003,1.18
1604,5108,5003,0.50
1605,5107,5003,0.63
1606,5106,5003,0.59
1607,5105,5003,0.37
1608,5104,5003,0.85
1609,5103,5003,0.48
1610,5102,5003,1.64
1611,5101,5003,14.62
1612,5126,5002,0.90
1613,5125,5002,0.17
1614,5124,5002,0.75
1615,5123,5002,2.58
1616,5122,5002,2.05
1617,5121,5002,2.17
1618,5120,5002,1.39
1619,5013,5002,9.17
1620,5014,5002,6.82
1621,5015,5002,7.49
1622,5016,5002,60.44
1623,5017,5002,21.81
1624,5018,5002,38.06
1625,5019,5002,3.08
1626,5020,5002,4.01
1627,5306,5002,2.91
1628,5305,5002,2.46
1629,5304,5002,2.68
1630,5303,5002,5.01
1631,5302,5002,2.23
1632,5301,5002,1.13
1633,5012,5002,15.51
1634,5011,5002,211.87
1635,5010,5002,512.57
1636,5009,5002,528.84
1637,5008,5002,247.74
1638,5007,5002,84.40
1639,5006,5002,123.18
1640,5005,5002,51.46
1641,5004,5002,167.10
1642,5003,5002,115.00
1643,5002,5002,0.00
1644,5001,5002,195.56
1645,5119,5002,0.33
1646,5118,5002,4.50
1647,5117,5002,9.59
1648,5116,5002,3.89
1649,5115,5002,7.49
1650,5114,5002,2.20
1651,5113,5002,0.50
1652,5112,5002,2.97
1653,5111,5002,3.06
1654,5110,5002,6.13
1655,5109,5002,1.17
1656,5108,5002,0.77
1657,5107,5002,0.97
1658,5106,5002,0.83
1659,5105,5002,0.39
1660,5104,5002,0.59
1661,5103,5002,0.54
1662,5102,5002,1.28
1663,5101,5002,38.72
1664,5126,5001,0.00
1665,5125,5001,0.01
1666,5124,5001,0.04
1667,5123,5001,0.60
1668,5122,5001,0.21
1669,5121,5001,0.42
1670,5120,5001,0.07
1671,5013,5001,0.56
1672,5014,5001,0.91
1673,5015,5001,0.85
1674,5016,5001,10.02
1675,5017,5001,3.10
1676,5018,5001,4.19
1677,5019,5001,1.72
1678,5020,5001,1.21
1679,5306,5001,0.05
1680,5305,5001,0.27
1681,5304,5001,0.10
1682,5303,5001,0.38
1683,5302,5001,0.72
1684,5301,5001,0.21
1685,5012,5001,1.26
1686,5011,5001,17.31
1687,5010,5001,26.68
1688,5009,5001,31.86
1689,5008,5001,18.74
1690,5007,5001,7.21
1691,5006,5001,21.87
1692,5005,5001,9.75
1693,5004,5001,14.78
1694,5003,5001,13.80
1695,5002,5001,7.74
1696,5001,5001,0.00
1697,5119,5001,0.02
1698,5118,5001,0.45
1699,5117,5001,0.68
1700,5116,5001,0.22
1701,5115,5001,0.29
1702,5114,5001,0.12
1703,5113,5001,0.07
1704,5112,5001,0.32
1705,5111,5001,0.38
1706,5110,5001,0.58
1707,5109,5001,0.19
1708,5108,5001,0.08
1709,5107,5001,0.11
1710,5106,5001,0.13
1711,5105,5001,0.08
1712,5104,5001,0.12
1713,5103,5001,0.06
1714,5102,5001,0.19
1715,5101,5001,2.75
1716,5126,5119,20.17
1717,5125,5119,15.54
1718,5124,5119,7.93
1719,5123,5119,20.83
1720,5122,5119,10.97
1721,5121,5119,23.90
1722,5120,5119,5.64
1723,5013,5119,0.37
1724,5014,5119,0.42
1725,5015,5119,1.99
1726,5016,5119,5.94
1727,5017,5119,1.52
1728,5018,5119,3.96
1729,5019,5119,0.54
1730,5020,5119,0.69
1731,5306,5119,1.00
1732,5305,5119,1.55
1733,5304,5119,0.81
1734,5303,5119,1.83
1735,5302,5119,0.59
1736,5301,5119,1.18
1737,5012,5119,2.49
1738,5011,5119,11.41
1739,5010,5119,4.12
1740,5009,5119,0.00
1741,5008,5119,0.02
1742,5007,5119,0.00
1743,5006,5119,0.02
1744,5005,5119,0.00
1745,5004,5119,0.01
1746,5003,5119,0.01
1747,5002,5119,0.02
1748,5001,5119,0.01
1749,5119,5119,0.00
1750,5118,5119,3.22
1751,5117,5119,8.11
1752,5116,5119,4.64
1753,5115,5119,2.67
1754,5114,5119,1.22
1755,5113,5119,0.15
1756,5112,5119,2.07
1757,5111,5119,0.75
1758,5110,5119,9.33
1759,5109,5119,8.69
1760,5108,5119,1.90
1761,5107,5119,2.38
1762,5106,5119,1.46
1763,5105,5119,0.89
1764,5104,5119,4.13
1765,5103,5119,2.70
1766,5102,5119,4.66
1767,5101,5119,32.73
1768,5126,5118,9.92
1769,5125,5118,10.84
1770,5124,5118,8.44
1771,5123,5118,10.80
1772,5122,5118,3.87
1773,5121,5118,10.34
1774,5120,5118,1.62
1775,5013,5118,0.60
1776,5014,5118,0.24
1777,5015,5118,0.54
1778,5016,5118,6.47
1779,5017,5118,2.57
1780,5018,5118,2.29
1781,5019,5118,0.37
1782,5020,5118,0.28
1783,5306,5118,1.02
1784,5305,5118,0.55
1785,5304,5118,0.28
1786,5303,5118,0.59
1787,5302,5118,0.44
1788,5301,5118,0.36
1789,5012,5118,1.22
1790,5011,5118,4.84
1791,5010,5118,0.94
1792,5009,5118,0.03
1793,5008,5118,3.20
1794,5007,5118,0.22
1795,5006,5118,1.89
1796,5005,5118,0.23
1797,5004,5118,1.02
1798,5003,5118,0.80
1799,5002,5118,1.73
1800,5001,5118,0.94
1801,5119,5118,2.76
1802,5118,5118,0.00
1803,5117,5118,3.03
1804,5116,5118,0.82
1805,5115,5118,0.59
1806,5114,5118,0.30
1807,5113,5118,0.14
1808,5112,5118,0.93
1809,5111,5118,0.48
1810,5110,5118,2.79
1811,5109,5118,2.31
1812,5108,5118,0.62
1813,5107,5118,0.77
1814,5106,5118,0.30
1815,5105,5118,0.13
1816,5104,5118,0.57
1817,5103,5118,0.35
1818,5102,5118,1.04
1819,5101,5118,12.24
1820,5126,5117,32.84
1821,5125,5117,28.74
1822,5124,5117,17.74
1823,5123,5117,25.91
1824,5122,5117,7.57
1825,5121,5117,20.30
1826,5120,5117,3.19
1827,5013,5117,0.74
1828,5014,5117,0.73
1829,5015,5117,1.23
1830,5016,5117,13.40
1831,5017,5117,6.52
1832,5018,5117,8.09
1833,5019,5117,0.59
1834,5020,5117,0.65
1835,5306,5117,2.82
1836,5305,5117,1.77
1837,5304,5117,1.63
1838,5303,5117,2.18
1839,5302,5117,1.03
1840,5301,5117,0.83
1841,5012,5117,2.36
1842,5011,5117,6.79
1843,5010,5117,5.91
1844,5009,5117,0.57
1845,5008,5117,7.54
1846,5007,5117,0.64
1847,5006,5117,7.07
1848,5005,5117,1.02
1849,5004,5117,4.53
1850,5003,5117,3.24
1851,5002,5117,11.07
1852,5001,5117,2.31
1853,5119,5117,27.15
1854,5118,5117,12.65
1855,5117,5117,0.00
1856,5116,5117,4.07
1857,5115,5117,2.01
1858,5114,5117,1.19
1859,5113,5117,0.33
1860,5112,5117,2.76
1861,5111,5117,2.87
1862,5110,5117,11.03
1863,5109,5117,18.17
1864,5108,5117,2.71
1865,5107,5117,3.41
1866,5106,5117,2.14
1867,5105,5117,1.32
1868,5104,5117,5.84
1869,5103,5117,4.39
1870,5102,5117,7.70
1871,5101,5117,0.23
1872,5126,5116,17.44
1873,5125,5116,12.89
1874,5124,5116,8.08
1875,5123,5116,23.49
1876,5122,5116,5.59
1877,5121,5116,20.84
1878,5120,5116,2.27
1879,5013,5116,0.60
1880,5014,5116,0.18
1881,5015,5116,0.39
1882,5016,5116,4.73
1883,5017,5116,1.81
1884,5018,5116,9.09
1885,5019,5116,0.28
1886,5020,5116,0.24
1887,5306,5116,0.82
1888,5305,5116,0.74
1889,5304,5116,0.94
1890,5303,5116,1.16
1891,5302,5116,0.32
1892,5301,5116,0.20
1893,5012,5116,1.19
1894,5011,5116,7.00
1895,5010,5116,8.05
1896,5009,5116,0.04
1897,5008,5116,3.02
1898,5007,5116,0.13
1899,5006,5116,2.42
1900,5005,5116,0.45
1901,5004,5116,1.73
1902,5003,5116,1.21
1903,5002,5116,6.24
1904,5001,5116,0.84
1905,5119,5116,17.66
1906,5118,5116,7.65
1907,5117,5116,3.40
1908,5116,5116,0.00
1909,5115,5116,0.36
1910,5114,5116,0.26
1911,5113,5116,0.07
1912,5112,5116,0.85
1913,5111,5116,0.51
1914,5110,5116,3.96
1915,5109,5116,2.16
1916,5108,5116,0.29
1917,5107,5116,0.37
1918,5106,5116,0.22
1919,5105,5116,0.15
1920,5104,5116,1.03
1921,5103,5116,0.36
1922,5102,5116,0.87
1923,5101,5116,13.74
1924,5126,5115,10.75
1925,5125,5115,8.71
1926,5124,5115,9.86
1927,5123,5115,17.14
1928,5122,5115,4.92
1929,5121,5115,15.33
1930,5120,5115,1.56
1931,5013,5115,0.50
1932,5014,5115,0.44
1933,5015,5115,0.29
1934,5016,5115,4.25
1935,5017,5115,1.62
1936,5018,5115,2.22
1937,5019,5115,0.25
1938,5020,5115,0.49
1939,5306,5115,1.69
1940,5305,5115,0.96
1941,5304,5115,1.64
1942,5303,5115,0.43
1943,5302,5115,0.63
1944,5301,5115,0.28
1945,5012,5115,0.53
1946,5011,5115,8.96
1947,5010,5115,2.25
1948,5009,5115,0.00
1949,5008,5115,1.65
1950,5007,5115,0.10
1951,5006,5115,2.35
1952,5005,5115,0.31
1953,5004,5115,2.15
1954,5003,5115,1.81
1955,5002,5115,4.01
1956,5001,5115,1.33
1957,5119,5115,4.34
1958,5118,5115,2.28
1959,5117,5115,0.79
1960,5116,5115,0.19
1961,5115,5115,0.00
1962,5114,5115,0.58
1963,5113,5115,0.16
1964,5112,5115,2.20
1965,5111,5115,1.57
1966,5110,5115,7.46
1967,5109,5115,3.57
1968,5108,5115,0.24
1969,5107,5115,0.30
1970,5106,5115,0.16
1971,5105,5115,0.14
1972,5104,5115,1.12
1973,5103,5115,0.32
1974,5102,5115,1.07
1975,5101,5115,3.20
1976,5126,5114,16.95
1977,5125,5114,11.37
1978,5124,5114,10.64
1979,5123,5114,21.51
1980,5122,5114,5.56
1981,5121,5114,18.91
1982,5120,5114,3.11
1983,5013,5114,1.15
1984,5014,5114,0.31
1985,5015,5114,0.72
1986,5016,5114,2.13
1987,5017,5114,1.30
1988,5018,5114,3.10
1989,5019,5114,0.38
1990,5020,5114,0.27
1991,5306,5114,0.89
1992,5305,5114,1.27
1993,5304,5114,0.89
1994,5303,5114,0.80
1995,5302,5114,0.83
1996,5301,5114,0.36
1997,5012,5114,1.32
1998,5011,5114,8.76
1999,5010,5114,2.22
2000,5009,5114,0.00
2001,5008,5114,3.45
2002,5007,5114,0.31
2003,5006,5114,3.53
2004,5005,5114,0.99
2005,5004,5114,2.06
2006,5003,5114,1.28
2007,5002,5114,9.48
2008,5001,5114,2.51
2009,5119,5114,3.46
2010,5118,5114,1.59
2011,5117,5114,1.23
2012,5116,5114,0.30
2013,5115,5114,0.75
2014,5114,5114,0.00
2015,5113,5114,0.39
2016,5112,5114,2.90
2017,5111,5114,0.88
2018,5110,5114,11.90
2019,5109,5114,8.50
2020,5108,5114,1.23
2021,5107,5114,1.54
2022,5106,5114,0.94
2023,5105,5114,0.49
2024,5104,5114,2.98
2025,5103,5114,1.20
2026,5102,5114,4.06
2027,5101,5114,4.96
2028,5126,5113,12.32
2029,5125,5113,7.67
2030,5124,5113,7.40
2031,5123,5113,16.14
2032,5122,5113,5.14
2033,5121,5113,10.15
2034,5120,5113,1.15
2035,5013,5113,0.96
2036,5014,5113,5.93
2037,5015,5113,3.67
2038,5016,5113,36.49
2039,5017,5113,7.68
2040,5018,5113,11.13
2041,5019,5113,3.46
2042,5020,5113,0.00
2043,5306,5113,0.28
2044,5305,5113,0.54
2045,5304,5113,0.40
2046,5303,5113,0.04
2047,5302,5113,0.00
2048,5301,5113,0.00
2049,5012,5113,0.33
2050,5011,5113,4.65
2051,5010,5113,8.24
2052,5009,5113,5.33
2053,5008,5113,2.74
2054,5007,5113,0.28
2055,5006,5113,3.80
2056,5005,5113,0.66
2057,5004,5113,2.63
2058,5003,5113,2.31
2059,5002,5113,5.19
2060,5001,5113,1.35
2061,5119,5113,0.21
2062,5118,5113,0.18
2063,5117,5113,0.51
2064,5116,5113,0.11
2065,5115,5113,0.13
2066,5114,5113,0.12
2067,5113,5113,0.00
2068,5112,5113,0.07
2069,5111,5113,0.07
2070,5110,5113,0.06
2071,5109,5113,0.14
2072,5108,5113,0.02
2073,5107,5113,0.02
2074,5106,5113,0.01
2075,5105,5113,0.00
2076,5104,5113,0.04
2077,5103,5113,0.05
2078,5102,5113,0.18
2079,5101,5113,2.08
2080,5126,5112,8.73
2081,5125,5112,9.01
2082,5124,5112,4.84
2083,5123,5112,10.33
2084,5122,5112,2.38
2085,5121,5112,6.52
2086,5120,5112,1.68
2087,5013,5112,0.30
2088,5014,5112,0.15
2089,5015,5112,0.12
2090,5016,5112,0.45
2091,5017,5112,0.24
2092,5018,5112,0.20
2093,5019,5112,0.45
2094,5020,5112,0.04
2095,5306,5112,0.83
2096,5305,5112,0.24
2097,5304,5112,0.93
2098,5303,5112,0.54
2099,5302,5112,0.13
2100,5301,5112,0.23
2101,5012,5112,1.04
2102,5011,5112,5.48
2103,5010,5112,8.45
2104,5009,5112,0.10
2105,5008,5112,1.17
2106,5007,5112,0.11
2107,5006,5112,1.99
2108,5005,5112,0.41
2109,5004,5112,1.69
2110,5003,5112,1.27
2111,5002,5112,5.19
2112,5001,5112,0.98
2113,5119,5112,13.08
2114,5118,5112,6.83
2115,5117,5112,2.05
2116,5116,5112,1.44
2117,5115,5112,3.66
2118,5114,5112,4.32
2119,5113,5112,0.21
2120,5112,5112,0.00
2121,5111,5112,1.40
2122,5110,5112,5.93
2123,5109,5112,2.61
2124,5108,5112,0.90
2125,5107,5112,1.13
2126,5106,5112,0.78
2127,5105,5112,0.41
2128,5104,5112,1.15
2129,5103,5112,0.85
2130,5102,5112,2.17
2131,5101,5112,8.29
2132,5126,5111,6.85
2133,5125,5111,7.36
2134,5124,5111,5.41
2135,5123,5111,10.56
2136,5122,5111,2.98
2137,5121,5111,8.46
2138,5120,5111,0.96
2139,5013,5111,0.26
2140,5014,5111,0.10
2141,5015,5111,0.11
2142,5016,5111,0.80
2143,5017,5111,0.14
2144,5018,5111,0.38
2145,5019,5111,0.30
2146,5020,5111,0.08
2147,5306,5111,0.57
2148,5305,5111,0.45
2149,5304,5111,0.30
2150,5303,5111,0.16
2151,5302,5111,0.34
2152,5301,5111,0.13
2153,5012,5111,0.73
2154,5011,5111,6.77
2155,5010,5111,1.75
2156,5009,5111,0.00
2157,5008,5111,1.02
2158,5007,5111,0.14
2159,5006,5111,1.30
2160,5005,5111,0.22
2161,5004,5111,1.13
2162,5003,5111,1.46
2163,5002,5111,2.40
2164,5001,5111,0.72
2165,5119,5111,2.92
2166,5118,5111,1.78
2167,5117,5111,2.36
2168,5116,5111,1.10
2169,5115,5111,1.62
2170,5114,5111,1.56
2171,5113,5111,0.28
2172,5112,5111,1.03
2173,5111,5111,0.00
2174,5110,5111,1.93
2175,5109,5111,4.98
2176,5108,5111,1.41
2177,5107,5111,1.80
2178,5106,5111,1.92
2179,5105,5111,1.32
2180,5104,5111,2.77
2181,5103,5111,2.24
2182,5102,5111,6.38
2183,5101,5111,9.54
2184,5126,5110,6.61
2185,5125,5110,5.44
2186,5124,5110,4.74
2187,5123,5110,9.02
2188,5122,5110,3.07
2189,5121,5110,9.05
2190,5120,5110,0.93
2191,5013,5110,0.13
2192,5014,5110,0.13
2193,5015,5110,0.19
2194,5016,5110,0.67
2195,5017,5110,0.44
2196,5018,5110,0.09
2197,5019,5110,0.02
2198,5020,5110,0.11
2199,5306,5110,0.57
2200,5305,5110,0.31
2201,5304,5110,0.10
2202,5303,5110,0.08
2203,5302,5110,0.01
2204,5301,5110,0.01
2205,5012,5110,0.82
2206,5011,5110,5.28
2207,5010,5110,8.02
2208,5009,5110,0.04
2209,5008,5110,1.87
2210,5007,5110,0.26
2211,5006,5110,2.09
2212,5005,5110,0.18
2213,5004,5110,0.87
2214,5003,5110,1.06
2215,5002,5110,2.95
2216,5001,5110,0.52
2217,5119,5110,12.59
2218,5118,5110,4.39
2219,5117,5110,3.21
2220,5116,5110,1.70
2221,5115,5110,1.29
2222,5114,5110,3.22
2223,5113,5110,0.74
2224,5112,5110,1.34
2225,5111,5110,1.49
2226,5110,5110,0.00
