passenger_rates:	2704
{	5012	5018	3.07	}	
{	5011	5018	22.46	}	
{	5010	5018	36.02	}	
{	5009	5018	24.81	}	
{	5008	5018	12.95	}	
{	5007	5018	2.42	}	
{	5006	5018	21.10	}	
{	5005	5018	4.43	}	
{	5004	5018	16.21	}	
{	5003	5018	12.20	}	
{	5002	5018	20.47	}	
{	5001	5018	5.84	}	
{	5119	5018	0.87	}	
{	5118	5018	0.78	}	
{	5117	5018	1.90	}	
{	5116	5018	1.01	}	
{	5115	5018	0.35	}	
{	5114	5018	0.18	}	
{	5113	5018	0.06	}	
{	5112	5018	0.87	}	
{	5111	5018	0.45	}	
{	5110	5018	0.52	}	
{	5109	5018	0.81	}	
{	5108	5018	0.06	}	
{	5107	5018	0.08	}	
{	5106	5018	0.04	}	
{	5105	5018	0.02	}	
{	5104	5018	0.16	}	
{	5103	5018	0.07	}	
{	5102	5018	0.26	}	
{	5101	5018	7.67	}	
{	5126	5019	82.46	}	
{	5125	5019	41.60	}	
{	5124	5019	39.29	}	
{	5123	5019	86.54	}	
{	5122	5019	26.51	}	
{	5121	5019	57.23	}	
{	5120	5019	5.01	}	
{	5013	5019	8.17	}	
{	5014	5019	26.34	}	
{	5015	5019	18.96	}	
{	5016	5019	196.35	}	
{	5017	5019	41.49	}	
{	5018	5019	42.10	}	
{	5019	5019	0.00	}	
{	5020	5019	10.44	}	
{	5306	5019	1.39	}	
{	5305	5019	5.00	}	
{	5304	5019	4.18	}	
{	5303	5019	0.79	}	
{	5302	5019	0.06	}	
{	5301	5019	0.03	}	
{	5012	5019	1.69	}	
{	5011	5019	27.68	}	
{	5010	5019	41.14	}	
{	5009	5019	30.54	}	
{	5008	5019	16.13	}	
{	5007	5019	2.65	}	
{	5006	5019	19.93	}	
{	5005	5019	2.91	}	
{	5004	5019	16.10	}	
{	5003	5019	12.59	}	
{	5002	5019	31.74	}	
{	5001	5019	8.59	}	
{	5119	5019	1.12	}	
{	5118	5019	1.64	}	
{	5117	5019	3.43	}	
{	5116	5019	1.24	}	
{	5115	5019	0.29	}	
{	5114	5019	0.44	}	
{	5113	5019	0.04	}	
{	5112	5019	0.28	}	
{	5111	5019	0.56	}	
{	5110	5019	0.46	}	
{	5109	5019	0.38	}	
{	5108	5019	0.18	}	
{	5107	5019	0.22	}	
{	5106	5019	0.16	}	
{	5105	5019	0.15	}	
{	5104	5019	0.74	}	
{	5103	5019	0.63	}	
{	5102	5019	0.46	}	
{	5101	5019	13.86	}	
{	5126	5020	61.94	}	
{	5125	5020	38.59	}	
{	5124	5020	37.21	}	
{	5123	5020	81.15	}	
{	5122	5020	25.82	}	
{	5121	5020	51.04	}	
{	5120	5020	5.79	}	
{	5013	5020	4.82	}	
{	5014	5020	29.82	}	
{	5015	5020	18.45	}	
{	5016	5020	183.50	}	
{	5017	5020	38.64	}	
{	5018	5020	55.96	}	
{	5019	5020	17.39	}	
{	5020	5020	0.00	}	
{	5306	5020	1.42	}	
