servers:	1					
{  	1	0	0	0	0	}

nodes: 63						
{	5000	3	5191	13412	}	
{	5001	3	4386	12596	}	
{	5002	3	4332	11652	}	
{	5003	3	4148	10920	}	
{	5004	3	4087	10004	}	
{	5005	3	4084	9139	}	
{	5006	3	4050	8619	}	
{	5007	3	4017	8032	}	
{	5008	3	5627	7075	}	
{	5009	3	6776	7171	}	
{	5010	3	7838	6957	}	
{	5011	3	9703	6315	}	
{	5012	3	10573	6085	}	
{	5013	3	10973	5442	}	
{	50132	3	10800	5500	}	
{	5014	3	11323	4835	}	
{	5015	3	11717	4073	}	
{	5016	3	12049	3519	}	
{	5017	3	12522	2445	}	
{	5018	3	13522	2349	}	
{	5019	3	14568	2621	}	
{	5020	3	14639	2692	}	
{	5021	1	5201	13412	}	
{	5022	2	14639	2702	1	}
{	5023	1	14649	2692	}	
{	5024	2	5191	13422	1	}
{	5100	3	3738	1	}	
{	5101	3	3867	871	}	
{	5102	3	4258	1074	}	
{	5103	3	4750	960	}	
{	5104	3	5178	659	}	
{	5105	3	5548	714	}	
{	5106	3	5697	1096	}	
{	5107	3	5838	1369	}	
{	5108	3	6025	1786	}	
{	5109	3	6278	2429	}	
{	5110	3	6427	2808	}	
{	5111	3	6570	3162	}	
{	5112	3	6616	3709	}	
{	5113	3	6598	4176	}	
{	5114	3	6474	4641	}	
{	5115	3	6397	5225	}	
{	5116	3	6385	5592	}	
{	5117	3	6404	6340	}	
{	5118	3	6297	6713	}	
{	5119	3	9803	7976	}	
{	5120	3	9178	9172	}	
{	5121	3	9066	9607	}	
{	5122	3	9066	9607	}	
{	5123	3	8623	10802	}	
{	5124	3	8403	11447	}	
{	5130	1	3748	1	}	
{	5131	2	8403	11457	1	}
{	5132	1	8413	11447	}	
{	5133	2	3738	11	1	}
{	5300	3	14287	4001	}	
{	5301	3	14036	4625	}	
{	5302	3	13491	5334	}	
{	5303	3	13054	5956	}	
{	5304	3	12365	6149	}	
{	5305	3	11663	5756	}	
{	5310	1	14297	4001	}	
{	5311	2	14287	4011	1	}


sdfuncs:	1								
{	0	0	100	100	1	1	}

links:	116						
{	50005001	5000	5001	10100	1	0	}
{	50005024	5000	5024	10	1	0	}
{	50015000	5001	5000	4100	1	0	}
{	50015002	5001	5002	10100	1	0	}
{	50025001	5002	5001	10100	1	0	}
{	50025003	5002	5003	10100	1	0	}
{	50035002	5003	5002	10100	1	0	}
{	50035004	5003	5004	4100	1	0	}
{	50045003	5004	5003	4100	1	0	}
{	50045005	5004	5005	10100	1	0	}
{	50055004	5005	5004	10100	1	0	}
{	50055006	5005	5006	4100	1	0	}
{	50065005	5006	5005	4100	1	0	}
{	50065007	5006	5007	10100	1	0	}
{	50075006	5007	5006	10100	1	0	}
{	50075008	5007	5008	16100	1	0	}
{	50085007	5008	5007	10000	1	0	}
{	50085009	5008	5009	16100	1	0	}
{	50095008	5009	5008	16100	1	0	}
{	50095010	5009	5010	4100	1	0	}
{	50095118	5009	5118	10100	1	0	}
{	50105009	5010	5009	10100	1	0	}
{	50105011	5010	5011	16200	1	0	}
{	50115010	5011	5010	16200	1	0	}
{	50115012	5011	5012	16000	1	0	}
{	50125011	5012	5011	10000	1	0	}
{	50125119	5012	5119	4100	1	0	}
{	50135014	5013	5014	4100	1	0	}
{	50135305	5013	5305	10100	1	0	}
{	50145013	5014	5013	4100	1	0	}
{	50145015	5014	5015	10100	1	0	}
{	50155014	5015	5014	10100	1	0	}
{	50155016	5015	5016	10100	1	0	}
{	50165015	5016	5015	4100	1	0	}
{	50165017	5016	5017	4100	1	0	}
{	50175016	5017	5016	10100	1	0	}
{	50175018	5017	5018	10100	1	0	}
{	50185017	5018	5017	10100	1	0	}
{	50185019	5018	5019	4100	1	0	}
{	50195018	5019	5018	10100	1	0	}
{	50195020	5019	5020	10100	1	0	}
{	50205019	5020	5019	10100	1	0	}
{	50205022	5020	5022	10	1	0	}
{	50215000	5021	5000	10	1	0	}
{	50235020	5023	5020	10	1	0	}
{	51005101	5100	5101	4100	1	0	}
{	51005133	5100	5133	10	1	0	}
{	51015100	5101	5100	4100	1	0	}
{	51015102	5101	5102	4100	1	0	}
{	51025101	5102	5101	4100	1	0	}
{	51025103	5102	5103	10100	1	0	}
{	51035102	5103	5102	4100	1	0	}
{	51035104	5103	5104	4100	1	0	}
{	51045103	5104	5103	10100	1	0	}
{	51045105	5104	5105	4100	1	0	}
{	51055104	5105	5104	4100	1	0	}
{	51055106	5105	5106	4100	1	0	}
{	51065105	5106	5105	4100	1	0	}
{	51065107	5106	5107	4100	1	0	}
{	51075106	5107	5106	4100	1	0	}
{	51075108	5107	5108	4100	1	0	}
{	51085107	5108	5107	4100	1	0	}
{	51085109	5108	5109	4100	1	0	}
{	51095108	5109	5108	4100	1	0	}
{	51095110	5109	5110	10100	1	0	}
{	51105109	5110	5109	4100	1	0	}
{	51105111	5110	5111	4100	1	0	}
{	51115110	5111	5110	4100	1	0	}
{	51115112	5111	5112	4100	1	0	}
{	51125111	5112	5111	4100	1	0	}
{	51125113	5112	5113	4100	1	0	}
{	51135112	5113	5112	4100	1	0	}
{	51135114	5113	5114	4100	1	0	}
{	51145113	5114	5113	4100	1	0	}
{	51145115	5114	5115	10100	1	0	}
{	51155114	5115	5114	10100	1	0	}
{	51155116	5115	5116	4100	1	0	}
{	51165115	5116	5115	4100	1	0	}
{	51165117	5116	5117	10100	1	0	}
{	51175116	5117	5116	4100	1	0	}
{	51175118	5117	5118	4100	1	0	}
{	51185009	5118	5009	22100	1	0	}
{	51185117	5118	5117	10100	1	0	}
{	51195012	5119	5012	10100	1	0	}
{	51195120	5119	5120	10100	1	0	}
{	51205119	5120	5119	10100	1	0	}
{	51205121	5120	5121	4100	1	0	}
{	51215120	5121	5120	4100	1	0	}
{	51215122	5121	5122	10100	1	0	}
{	51225121	5122	5121	10100	1	0	}
{	51225123	5122	5123	4100	1	0	}
{	51235122	5123	5122	4100	1	0	}
{	51235124	5123	5124	10200	1	0	}
{	51245123	5124	5123	4200	1	0	}
{	51245131	5124	5131	10	1	0	}
{	51305100	5130	5100	10	1	0	}
{	51325124	5132	5124	10	1	0	}
{	53005301	5300	5301	4100	1	0	}
{	53005311	5300	5311	10	1	0	}
{	53015300	5301	5300	4100	1	0	}
{	53015302	5301	5302	10100	1	0	}
{	53025301	5302	5301	10100	1	0	}
{	53025303	5302	5303	4100	1	0	}
{	53035302	5303	5302	4100	1	0	}
{	53035304	5303	5304	10100	1	0	}
{	53045303	5304	5303	10100	1	0	}
{	53045305	5304	5305	4100	1	0	}
{	53055013	5305	5013	16100	1	0	}
{	53055304	5305	5304	4100	1	0	}
{	53105300	5310	5300	10	1	0	}
{	501150132	5011	50132	16000	1	0	}
{	501250132	5012	50132	10000	1	0	}
{	501325011	50132	5011	10000	1	0	}
{	501325012	50132	5012	10000	1	0	}
{	501325013	50132	5013	100	1	0	}
{	501350132	5013	50132	100	1	0	}

