transit_paths: 10876
5001	5002	0	4	{	1	{	5001	}	1	{	5001	}	1	{	5002	}	1	{	5002	}	}	1	{1{	50	}	}	2	{0	0	}
5001	5003	1	4	{	1	{	5001	}	1	{	5001	}	1	{	5003	}	1	{	5003	}	}	1	{1{	50	}	}	2	{0	0	}
5001	5004	2	4	{	1	{	5001	}	1	{	5001	}	1	{	5004	}	1	{	5004	}	}	1	{1{	50	}	}	2	{0	0	}
5001	5005	3	4	{	1	{	5001	}	1	{	5001	}	1	{	5005	}	1	{	5005	}	}	1	{1{	50	}	}	2	{0	0	}
5001	5006	4	4	{	1	{	5001	}	1	{	5001	}	1	{	5006	}	1	{	5006	}	}	1	{1{	50	}	}	2	{0	0	}
5001	5007	5	4	{	1	{	5001	}	1	{	5001	}	1	{	5007	}	1	{	5007	}	}	1	{1{	50	}	}	2	{0	0	}
5001	5008	6	4	{	1	{	5001	}	1	{	5001	}	1	{	5008	}	1	{	5008	}	}	1	{1{	50	}	}	2	{0	0	}
5001	5009	7	4	{	1	{	5001	}	1	{	5001	}	1	{	5009	}	1	{	5009	}	}	1	{1{	50	}	}	2	{0	0	}
5001	5010	8	4	{	1	{	5001	}	1	{	5001	}	1	{	5010	}	1	{	5010	}	}	1	{1{	50	}	}	2	{0	0	}
5001	5011	9	4	{	1	{	5001	}	1	{	5001	}	1	{	5011	}	1	{	5011	}	}	1	{1{	50	}	}	2	{0	0	}
5001	5012	10	4	{	1	{	5001	}	1	{	5001	}	1	{	5012	}	1	{	5012	}	}	1	{1{	50	}	}	2	{0	0	}
5001	5013	11	4	{	1	{	5001	}	1	{	5001	}	1	{	5013	}	1	{	5013	}	}	1	{1{	50	}	}	2	{0	0	}
5001	5014	12	4	{	1	{	5001	}	1	{	5001	}	1	{	5014	}	1	{	5014	}	}	1	{1{	50	}	}	2	{0	0	}
5001	5015	13	4	{	1	{	5001	}	1	{	5001	}	1	{	5015	}	1	{	5015	}	}	1	{1{	50	}	}	2	{0	0	}
5001	5016	14	4	{	1	{	5001	}	1	{	5001	}	1	{	5016	}	1	{	5016	}	}	1	{1{	50	}	}	2	{0	0	}
5001	5017	15	4	{	1	{	5001	}	1	{	5001	}	1	{	5017	}	1	{	5017	}	}	1	{1{	50	}	}	2	{0	0	}
5001	5018	16	4	{	1	{	5001	}	1	{	5001	}	1	{	5018	}	1	{	5018	}	}	1	{1{	50	}	}	2	{0	0	}
5001	5019	17	4	{	1	{	5001	}	1	{	5001	}	1	{	5019	}	1	{	5019	}	}	1	{1{	50	}	}	2	{0	0	}
5001	5020	18	4	{	1	{	5001	}	1	{	5001	}	1	{	5020	}	1	{	5020	}	}	1	{1{	50	}	}	2	{0	0	}
5001	5101	1884	6	{	1	{	5001	}	1	{	5001	}	3	{	5010	5011	5012	}	3	{	25010	25011	25012	}	1	{	25101	}	1	{	5101	}	}	2	{1{	50	}	1{	251	}	}	3	{0	0	0	}
5001	5102	1885	6	{	1	{	5001	}	1	{	5001	}	3	{	5010	5011	5012	}	3	{	25010	25011	25012	}	1	{	25102	}	1	{	5102	}	}	2	{1{	50	}	1{	251	}	}	3	{0	0	0	}
5001	5103	1886	6	{	1	{	5001	}	1	{	5001	}	3	{	5010	5011	5012	}	3	{	25010	25011	25012	}	1	{	25103	}	1	{	5103	}	}	2	{1{	50	}	1{	251	}	}	3	{0	0	0	}
5001	5104	1887	6	{	1	{	5001	}	1	{	5001	}	3	{	5010	5011	5012	}	3	{	25010	25011	25012	}	1	{	25104	}	1	{	5104	}	}	2	{1{	50	}	1{	251	}	}	3	{0	0	0	}
5001	5105	1888	6	{	1	{	5001	}	1	{	5001	}	3	{	5010	5011	5012	}	3	{	25010	25011	25012	}	1	{	25105	}	1	{	5105	}	}	2	{1{	50	}	1{	251	}	}	3	{0	0	0	}
5001	5106	1889	6	{	1	{	5001	}	1	{	5001	}	3	{	5010	5011	5012	}	3	{	25010	25011	25012	}	1	{	25106	}	1	{	5106	}	}	2	{1{	50	}	1{	251	}	}	3	{0	0	0	}
5001	5107	1890	6	{	1	{	5001	}	1	{	5001	}	3	{	5010	5011	5012	}	3	{	25010	25011	25012	}	1	{	25107	}	1	{	5107	}	}	2	{1{	50	}	1{	251	}	}	3	{0	0	0	}
5001	5108	1891	6	{	1	{	5001	}	1	{	5001	}	3	{	5010	5011	5012	}	3	{	25010	25011	25012	}	1	{	25108	}	1	{	5108	}	}	2	{1{	50	}	1{	251	}	}	3	{0	0	0	}
5001	5109	1892	6	{	1	{	5001	}	1	{	5001	}	3	{	5010	5011	5012	}	3	{	25010	25011	25012	}	1	{	25109	}	1	{	5109	}	}	2	{1{	50	}	1{	251	}	}	3	{0	0	0	}
5001	5110	1893	6	{	1	{	5001	}	1	{	5001	}	3	{	5010	5011	5012	}	3	{	25010	25011	25012	}	1	{	25110	}	1	{	5110	}	}	2	{1{	50	}	1{	251	}	}	3	{0	0	0	}
5001	5111	1894	6	{	1	{	5001	}	1	{	5001	}	3	{	5010	5011	5012	}	3	{	25010	25011	25012	}	1	{	25111	}	1	{	5111	}	}	2	{1{	50	}	1{	251	}	}	3	{0	0	0	}
5001	5112	1895	6	{	1	{	5001	}	1	{	5001	}	3	{	5010	5011	5012	}	3	{	25010	25011	25012	}	1	{	25112	}	1	{	5112	}	}	2	{1{	50	}	1{	251	}	}	3	{0	0	0	}
