,Line_ID,Trip_ID,Vehicle_ID,Start_stop_ID,Start_stop_name,End_stop_id,End_stop_name,Passenger_load,Unnamed: 8
1115,250,25030,-1,25012,Overamstel,25011,Station_RAI,0,
1116,250,25030,-1,25011,Station_RAI,25010,Station_Zuid,0,
1117,250,25030,-1,25010,Station_Zuid,25009,Amstelreenseweg,0,
1118,250,25031,-1,25020,Gein,25019,Reigersbos,0,
1119,250,25031,-1,25019,Reigersbos,25018,Station_Holendrecht,0,
1120,250,25031,-1,25018,Station_Holendrecht,25017,Bullewijk,0,
1121,250,25031,-1,25017,Bullewijk,25016,Station_Bijlmer_ArenA,0,
1122,250,25031,-1,25016,Station_Bijlmer_ArenA,25015,Strandvliet,0,
1123,250,25031,-1,25015,Strandvliet,25014,Station_Duivendrecht,0,
1124,250,25031,-1,25014,Station_Duivendrecht,25013,Van_der_Madeweg,0,
1125,250,25031,-1,25013,Van_der_Madeweg,25012,Overamstel,0,
1126,250,25032,-1,25020,Gein,25019,Reigersbos,0,
1127,250,25032,-1,25019,Reigersbos,25018,Station_Holendrecht,0,
1128,250,25032,-1,25018,Station_Holendrecht,25017,Bullewijk,0,
1129,51,5101,-1,5101,Westwijk,5102,Sacharovlaan,0,
1130,51,5101,-1,5102,Sacharovlaan,5103,Spinnerij,0,
1131,51,5101,-1,5103,Spinnerij,5104,Poortwachter,0,
1132,51,5101,-1,5104,Poortwachter,5105,Brink,0,
1133,51,5101,-1,5105,Brink,5106,Meent,0,
1134,51,5101,-1,5106,Meent,5107,Gondel,0,
1135,51,5101,-1,5107,Gondel,5108,Marne,0,
1136,51,5101,-1,5108,Marne,5109,Sportlaan,0,
1137,51,5101,-1,5109,Sportlaan,5110,Ouderkerkerlaan,0,
1138,51,5101,-1,5110,Ouderkerkerlaan,5111,Amstelveen_centrum,0,
1139,51,5101,-1,5111,Amstelveen_centrum,5112,Oranjebaan,0,
1140,51,5101,-1,5112,Oranjebaan,5113,Onderuit,0,
1141,51,5101,-1,5113,Onderuit,5114,Zonnestein,0,
1142,51,5101,-1,5114,Zonnestein,5115,Kronenburg,0,
1143,51,5101,-1,5115,Kronenburg,5116,Uilenstede,0,
1144,51,5101,-1,5116,Uilenstede,5117,Van_Boshuizenstraat,0,
1145,51,5101,-1,5117,Van_Boshuizenstraat,5118,A.J._Ernststraat,0,
1146,51,5101,-1,5118,A.J._Ernststraat,5119,De_Boelelaan/VU,0,
1147,51,5101,-1,5119,De_Boelelaan/VU,5010,Station_Zuid,0,
1148,51,5101,-1,5010,Station_Zuid,5011,Station_RAI,0,
1149,51,5101,-1,5011,Station_RAI,5012,Overamstel,0,
1150,51,5101,-1,5012,Overamstel,5120,Spaklerweg,0,
1151,51,5101,-1,5120,Spaklerweg,5121,Amstelstation,0,
1152,51,5101,-1,5121,Amstelstation,5122,Wibautstraat,0,
1153,51,5101,-1,5122,Wibautstraat,5123,Weesperplein,0,
1154,51,5101,-1,5123,Weesperplein,5124,Waterlooplein,0,
1155,51,5101,-1,5124,Waterlooplein,5125,Nieuwmarkt,0,
1156,51,5101,-1,5125,Nieuwmarkt,5126,Centraal_Station,0,
1157,51,5102,-1,5101,Westwijk,5102,Sacharovlaan,0,
1158,51,5102,-1,5102,Sacharovlaan,5103,Spinnerij,0,
1159,51,5102,-1,5103,Spinnerij,5104,Poortwachter,0,
1160,51,5102,-1,5104,Poortwachter,5105,Brink,0,
1161,51,5102,-1,5105,Brink,5106,Meent,0,
1162,51,5102,-1,5106,Meent,5107,Gondel,0,
1163,51,5102,-1,5107,Gondel,5108,Marne,0,
1164,51,5102,-1,5108,Marne,5109,Sportlaan,0,
1165,51,5102,-1,5109,Sportlaan,5110,Ouderkerkerlaan,0,
1166,51,5102,-1,5110,Ouderkerkerlaan,5111,Amstelveen_centrum,0,
1167,51,5102,-1,5111,Amstelveen_centrum,5112,Oranjebaan,0,
1168,51,5102,-1,5112,Oranjebaan,5113,Onderuit,0,
1169,51,5102,-1,5113,Onderuit,5114,Zonnestein,0,
1170,51,5102,-1,5114,Zonnestein,5115,Kronenburg,0,
1171,51,5102,-1,5115,Kronenburg,5116,Uilenstede,0,
1172,51,5102,-1,5116,Uilenstede,5117,Van_Boshuizenstraat,0,
1173,51,5102,-1,5117,Van_Boshuizenstraat,5118,A.J._Ernststraat,0,
1174,51,5102,-1,5118,A.J._Ernststraat,5119,De_Boelelaan/VU,0,
1175,51,5102,-1,5119,De_Boelelaan/VU,5010,Station_Zuid,0,
1176,51,5102,-1,5010,Station_Zuid,5011,Station_RAI,0,
1177,51,5102,-1,5011,Station_RAI,5012,Overamstel,0,
1178,51,5102,-1,5012,Overamstel,5120,Spaklerweg,0,
1179,51,5102,-1,5120,Spaklerweg,5121,Amstelstation,0,
1180,51,5102,-1,5121,Amstelstation,5122,Wibautstraat,0,
1181,51,5102,-1,5122,Wibautstraat,5123,Weesperplein,0,
1182,51,5102,-1,5123,Weesperplein,5124,Waterlooplein,0,
1183,51,5102,-1,5124,Waterlooplein,5125,Nieuwmarkt,0,
1184,51,5102,-1,5125,Nieuwmarkt,5126,Centraal_Station,0,
1185,51,5103,-1,5101,Westwijk,5102,Sacharovlaan,0,
1186,51,5103,-1,5102,Sacharovlaan,5103,Spinnerij,0,
1187,51,5103,-1,5103,Spinnerij,5104,Poortwachter,0,
1188,51,5103,-1,5104,Poortwachter,5105,Brink,0,
1189,51,5103,-1,5105,Brink,5106,Meent,0,
1190,51,5103,-1,5106,Meent,5107,Gondel,0,
1191,51,5103,-1,5107,Gondel,5108,Marne,0,
1192,51,5103,-1,5108,Marne,5109,Sportlaan,0,
1193,51,5103,-1,5109,Sportlaan,5110,Ouderkerkerlaan,0,
1194,51,5103,-1,5110,Ouderkerkerlaan,5111,Amstelveen_centrum,0,
1195,51,5103,-1,5111,Amstelveen_centrum,5112,Oranjebaan,0,
1196,51,5103,-1,5112,Oranjebaan,5113,Onderuit,0,
1197,51,5103,-1,5113,Onderuit,5114,Zonnestein,0,
1198,51,5103,-1,5114,Zonnestein,5115,Kronenburg,0,
1199,51,5103,-1,5115,Kronenburg,5116,Uilenstede,0,
1200,51,5103,-1,5116,Uilenstede,5117,Van_Boshuizenstraat,0,
1201,51,5103,-1,5117,Van_Boshuizenstraat,5118,A.J._Ernststraat,0,
1202,51,5103,-1,5118,A.J._Ernststraat,5119,De_Boelelaan/VU,0,
1203,51,5103,-1,5119,De_Boelelaan/VU,5010,Station_Zuid,0,
1204,51,5103,-1,5010,Station_Zuid,5011,Station_RAI,0,
1205,51,5103,-1,5011,Station_RAI,5012,Overamstel,0,
1206,51,5103,-1,5012,Overamstel,5120,Spaklerweg,0,
1207,51,5103,-1,5120,Spaklerweg,5121,Amstelstation,0,
1208,51,5103,-1,5121,Amstelstation,5122,Wibautstraat,0,
1209,51,5103,-1,5122,Wibautstraat,5123,Weesperplein,0,
1210,51,5103,-1,5123,Weesperplein,5124,Waterlooplein,0,
1211,51,5103,-1,5124,Waterlooplein,5125,Nieuwmarkt,0,
1212,51,5103,-1,5125,Nieuwmarkt,5126,Centraal_Station,0,
1213,51,5104,-1,5101,Westwijk,5102,Sacharovlaan,0,
1214,51,5104,-1,5102,Sacharovlaan,5103,Spinnerij,0,
1215,51,5104,-1,5103,Spinnerij,5104,Poortwachter,0,
1216,51,5104,-1,5104,Poortwachter,5105,Brink,0,
1217,51,5104,-1,5105,Brink,5106,Meent,0,
1218,51,5104,-1,5106,Meent,5107,Gondel,0,
1219,51,5104,-1,5107,Gondel,5108,Marne,0,
1220,51,5104,-1,5108,Marne,5109,Sportlaan,0,
1221,51,5104,-1,5109,Sportlaan,5110,Ouderkerkerlaan,0,
1222,51,5104,-1,5110,Ouderkerkerlaan,5111,Amstelveen_centrum,0,
1223,51,5104,-1,5111,Amstelveen_centrum,5112,Oranjebaan,0,
1224,51,5104,-1,5112,Oranjebaan,5113,Onderuit,0,
1225,51,5104,-1,5113,Onderuit,5114,Zonnestein,0,
1226,51,5104,-1,5114,Zonnestein,5115,Kronenburg,0,
1227,51,5104,-1,5115,Kronenburg,5116,Uilenstede,0,
