,",Origin_stop_ID,Origin_stop_name,Destination_stop_ID,Destination_stop_name,Nr_pass_completed,Average_travel_time,Average_number_boardings,Unnamed: 7"
689,"689,5123,Weesperplein,5303,Station_Ganzenhoef,131,1270.77,1,"
690,"690,5122,Wibautstraat,5303,Station_Ganzenhoef,43,1177.95,1,"
691,"691,5121,Amstelstation,5303,Station_Ganzenhoef,100,1055.61,1,"
692,"692,5120,Spaklerweg,5303,Station_Ganzenhoef,18,932.276,1,"
693,"693,5013,Van_der_Madeweg,5303,Station_Ganzenhoef,12,707.313,1,"
694,"694,5015,Strandvliet,5303,Station_Ganzenhoef,4,1007.77,2,"
695,"695,5017,Bullewijk,5303,Station_Ganzenhoef,2,1112.6,2,"
696,"696,5019,Reigersbos,5303,Station_Ganzenhoef,3,1328.67,2,"
697,"697,5020,Gein,5303,Station_Ganzenhoef,1,1348.78,2,"
698,"698,5306,Venserpolder,5303,Station_Ganzenhoef,12,585.275,1,"
699,"699,5305,Station_Diemen-Zuid,5303,Station_Ganzenhoef,27,409.208,1,"
700,"700,5304,Verrijn_Stuartweg,5303,Station_Ganzenhoef,33,304.819,1,"
701,"701,5302,Kraaiennest_station,5303,Station_Ganzenhoef,13,368.656,1,"
702,"702,5301,Gaasperplas,5303,Station_Ganzenhoef,16,406.797,1,"
703,"703,5011,Station_RAI,5303,Station_Ganzenhoef,22,1202.86,2,"
704,"704,5010,Station_Zuid,5303,Station_Ganzenhoef,44,1304.89,2,"
705,"705,5009,Amstelreenseweg,5303,Station_Ganzenhoef,22,1424.26,2,"
706,"706,5008,Henk_Sneevlietweg,5303,Station_Ganzenhoef,23,1626.74,2,"
707,"707,5007,Heemstedestraat,5303,Station_Ganzenhoef,4,1804.71,2,"
708,"708,5006,Station_Lelylaan,5303,Station_Ganzenhoef,28,1892.96,2,"
709,"709,5005,Postjesweg,5303,Station_Ganzenhoef,10,2085.79,2,"
710,"710,5004,Jan_van_Galenstraat,5303,Station_Ganzenhoef,11,2013.48,2,"
711,"711,5003,Burg_De_Vlugtlaan,5303,Station_Ganzenhoef,12,2176.8,2,"
712,"712,5002,Station_Sloterdijk,5303,Station_Ganzenhoef,27,2301.2,2,"
713,"713,5001,Isolatorweg,5303,Station_Ganzenhoef,8,2422.53,2,"
714,"714,5119,De_Boelelaan/VU,5303,Station_Ganzenhoef,9,2307.6,2,"
715,"715,5118,A.J._Ernststraat,5303,Station_Ganzenhoef,5,2388.82,2,"
716,"716,5117,Van_Boshuizenstraat,5303,Station_Ganzenhoef,7,2669.73,2,"
717,"717,5116,Uilenstede,5303,Station_Ganzenhoef,1,2088.06,2,"
718,"718,5115,Kronenburg,5303,Station_Ganzenhoef,1,3204.27,2,"
719,"719,5114,Zonnestein,5303,Station_Ganzenhoef,3,2456.49,2,"
720,"720,5112,Oranjebaan,5303,Station_Ganzenhoef,1,2473.74,2,"
721,"721,5109,Sportlaan,5303,Station_Ganzenhoef,1,3021.95,2,"
722,"722,5108,Marne,5303,Station_Ganzenhoef,1,3486.14,2,"
723,"723,5102,Sacharovlaan,5303,Station_Ganzenhoef,1,3871.19,2,"
724,"724,5101,Westwijk,5303,Station_Ganzenhoef,21,3496.15,2,"
725,"725,5126,Centraal_Station,5302,Kraaiennest_station,83,1703.96,1,"
726,"726,5125,Nieuwmarkt,5302,Kraaiennest_station,32,1602.13,1,"
727,"727,5124,Waterlooplein,5302,Kraaiennest_station,33,1545.75,1,"
728,"728,5123,Weesperplein,5302,Kraaiennest_station,71,1422.51,1,"
729,"729,5122,Wibautstraat,5302,Kraaiennest_station,20,1291.78,1,"
730,"730,5121,Amstelstation,5302,Kraaiennest_station,41,1160.21,1,"
731,"731,5120,Spaklerweg,5302,Kraaiennest_station,11,1036.6,1,"
732,"732,5013,Van_der_Madeweg,5302,Kraaiennest_station,11,839.7,1,"
733,"733,5015,Strandvliet,5302,Kraaiennest_station,18,1128.25,2,"
734,"734,5016,Station_Bijlmer_ArenA,5302,Kraaiennest_station,3,1210.97,2,"
735,"735,5017,Bullewijk,5302,Kraaiennest_station,1,1373.72,2,"
736,"736,5306,Venserpolder,5302,Kraaiennest_station,10,685.276,1,"
737,"737,5305,Station_Diemen-Zuid,5302,Kraaiennest_station,16,602.478,1,"
738,"738,5304,Verrijn_Stuartweg,5302,Kraaiennest_station,30,461.439,1,"
739,"739,5303,Station_Ganzenhoef,5302,Kraaiennest_station,15,382.573,1,"
740,"740,5301,Gaasperplas,5302,Kraaiennest_station,5,212.261,1,"
741,"741,5011,Station_RAI,5302,Kraaiennest_station,10,1391.99,2,"
742,"742,5010,Station_Zuid,5302,Kraaiennest_station,21,1372.55,2,"
743,"743,5009,Amstelreenseweg,5302,Kraaiennest_station,16,1581.97,2,"
744,"744,5008,Henk_Sneevlietweg,5302,Kraaiennest_station,13,1833.99,2,"
745,"745,5007,Heemstedestraat,5302,Kraaiennest_station,2,2207.44,2,"
746,"746,5006,Station_Lelylaan,5302,Kraaiennest_station,15,1971.37,2,"
747,"747,5004,Jan_van_Galenstraat,5302,Kraaiennest_station,5,2125.48,2,"
748,"748,5003,Burg_De_Vlugtlaan,5302,Kraaiennest_station,4,2642.78,2,"
749,"749,5002,Station_Sloterdijk,5302,Kraaiennest_station,18,2405.72,2,"
750,"750,5001,Isolatorweg,5302,Kraaiennest_station,4,2745.6,2,"
751,"751,5119,De_Boelelaan/VU,5302,Kraaiennest_station,4,2806.79,2,"
752,"752,5118,A.J._Ernststraat,5302,Kraaiennest_station,3,3007.83,2,"
753,"753,5117,Van_Boshuizenstraat,5302,Kraaiennest_station,1,3059.09,2,"
754,"754,5114,Zonnestein,5302,Kraaiennest_station,3,2554.31,2,"
755,"755,5112,Oranjebaan,5302,Kraaiennest_station,2,3035.11,2,"
756,"756,5104,Poortwachter,5302,Kraaiennest_station,1,2923.65,2,"
757,"757,5102,Sacharovlaan,5302,Kraaiennest_station,1,3366.52,2,"
758,"758,5101,Westwijk,5302,Kraaiennest_station,11,3635.91,2,"
759,"759,5126,Centraal_Station,5301,Gaasperplas,49,1802.26,1,"
760,"760,5125,Nieuwmarkt,5301,Gaasperplas,27,1642.24,1,"
761,"761,5124,Waterlooplein,5301,Gaasperplas,20,1609.78,1,"
762,"762,5123,Weesperplein,5301,Gaasperplas,52,1466.99,1,"
763,"763,5122,Wibautstraat,5301,Gaasperplas,8,1433.45,1,"
764,"764,5121,Amstelstation,5301,Gaasperplas,45,1224.48,1,"
765,"765,5120,Spaklerweg,5301,Gaasperplas,12,1180.2,1,"
766,"766,5013,Van_der_Madeweg,5301,Gaasperplas,5,922.562,1,"
767,"767,5014,Station_Duivendrecht,5301,Gaasperplas,1,1334.64,2,"
768,"768,5015,Strandvliet,5301,Gaasperplas,6,1335.34,2,"
769,"769,5016,Station_Bijlmer_ArenA,5301,Gaasperplas,1,912.916,2,"
770,"770,5018,Station_Holendrecht,5301,Gaasperplas,1,1601.16,2,"
771,"771,5306,Venserpolder,5301,Gaasperplas,5,728.783,1,"
772,"772,5305,Station_Diemen-Zuid,5301,Gaasperplas,7,650.736,1,"
773,"773,5304,Verrijn_Stuartweg,5301,Gaasperplas,20,516.332,1,"
774,"774,5303,Station_Ganzenhoef,5301,Gaasperplas,4,379.753,1,"
775,"775,5302,Kraaiennest_station,5301,Gaasperplas,13,314.952,1,"
776,"776,5011,Station_RAI,5301,Gaasperplas,14,1348.95,2,"
777,"777,5010,Station_Zuid,5301,Gaasperplas,17,1521.93,2,"
778,"778,5009,Amstelreenseweg,5301,Gaasperplas,7,1819.33,2,"
779,"779,5008,Henk_Sneevlietweg,5301,Gaasperplas,10,1806.28,2,"
780,"780,5006,Station_Lelylaan,5301,Gaasperplas,7,1972.13,2,"
781,"781,5004,Jan_van_Galenstraat,5301,Gaasperplas,9,2180.91,2,"
782,"782,5003,Burg_De_Vlugtlaan,5301,Gaasperplas,4,2388.6,2,"
783,"783,5002,Station_Sloterdijk,5301,Gaasperplas,17,2464.38,2,"
784,"784,5001,Isolatorweg,5301,Gaasperplas,3,2413.58,2,"
785,"785,5119,De_Boelelaan/VU,5301,Gaasperplas,2,2721.68,2,"
786,"786,5117,Van_Boshuizenstraat,5301,Gaasperplas,4,2830.79,2,"
787,"787,5116,Uilenstede,5301,Gaasperplas,3,2729.26,2,"
788,"788,5115,Kronenburg,5301,Gaasperplas,1,2706.81,2,"
789,"789,5104,Poortwachter,5301,Gaasperplas,4,3588.09,2,"
790,"790,5101,Westwijk,5301,Gaasperplas,8,3752.1,2,"
791,"791,5126,Centraal_Station,5012,Overamstel,18,1078.65,1,"
792,"792,5125,Nieuwmarkt,5012,Overamstel,5,1033.4,1,"
793,"793,5124,Waterlooplein,5012,Overamstel,3,1077.4,1,"
794,"794,5123,Weesperplein,5012,Overamstel,9,898.253,1,"
795,"795,5122,Wibautstraat,5012,Overamstel,3,685.871,1,"
796,"796,5121,Amstelstation,5012,Overamstel,10,537.829,1,"
797,"797,5120,Spaklerweg,5012,Overamstel,1,205.593,1,"
798,"798,5014,Station_Duivendrecht,5012,Overamstel,5,362.821,1,"
799,"799,5015,Strandvliet,5012,Overamstel,6,605.992,1,"
800,"800,5016,Station_Bijlmer_ArenA,5012,Overamstel,7,626.284,1,"
801,"801,5017,Bullewijk,5012,Overamstel,4,702.452,1,"
802,"802,5018,Station_Holendrecht,5012,Overamstel,4,849.121,1,"
803,"803,5020,Gein,5012,Overamstel,1,992.663,1,"
804,"804,5011,Station_RAI,5012,Overamstel,7,280.749,1,"
805,"805,5010,Station_Zuid,5012,Overamstel,9,383.748,1,"
806,"806,5009,Amstelreenseweg,5012,Overamstel,7,618.476,1,"
807,"807,5008,Henk_Sneevlietweg,5012,Overamstel,6,802.474,1,"
808,"808,5006,Station_Lelylaan,5012,Overamstel,7,905.299,1,"
809,"809,5005,Postjesweg,5012,Overamstel,1,1272.69,1,"
810,"810,5004,Jan_van_Galenstraat,5012,Overamstel,6,1162.5,1,"
811,"811,5003,Burg_De_Vlugtlaan,5012,Overamstel,1,1283.32,1,"
812,"812,5002,Station_Sloterdijk,5012,Overamstel,3,1285.71,1,"
813,"813,5119,De_Boelelaan/VU,5012,Overamstel,2,724.264,1,"
814,"814,5118,A.J._Ernststraat,5012,Overamstel,2,785.715,1,"
815,"815,5103,Spinnerij,5012,Overamstel,1,1929.57,1,"
816,"816,5101,Westwijk,5012,Overamstel,3,2025.63,1,"
817,"817,5126,Centraal_Station,5011,Station_RAI,51,1275.36,1,"
818,"818,5125,Nieuwmarkt,5011,Station_RAI,36,1217.58,1,"
819,"819,5124,Waterlooplein,5011,Station_RAI,14,1041.79,1,"
820,"820,5123,Weesperplein,5011,Station_RAI,22,1022.1,1,"
821,"821,5122,Wibautstraat,5011,Station_RAI,12,945.284,1,"
822,"822,5121,Amstelstation,5011,Station_RAI,10,697.946,1,"
823,"823,5120,Spaklerweg,5011,Station_RAI,7,701.16,1,"
824,"824,5013,Van_der_Madeweg,5011,Station_RAI,6,539.258,1,"
825,"825,5014,Station_Duivendrecht,5011,Station_RAI,9,558.099,1,"
826,"826,5015,Strandvliet,5011,Station_RAI,6,680.182,1,"
827,"827,5016,Station_Bijlmer_ArenA,5011,Station_RAI,88,765.773,1,"
828,"828,5017,Bullewijk,5011,Station_RAI,29,895.532,1,"
829,"829,5018,Station_Holendrecht,5011,Station_RAI,50,1017.81,1,"
830,"830,5019,Reigersbos,5011,Station_RAI,8,1054.15,1,"
831,"831,5020,Gein,5011,Station_RAI,11,1181.45,1,"
832,"832,5306,Venserpolder,5011,Station_RAI,1,532.131,2,"
833,"833,5305,Station_Diemen-Zuid,5011,Station_RAI,2,683.393,2,"
834,"834,5303,Station_Ganzenhoef,5011,Station_RAI,5,1065.13,2,"
835,"835,5302,Kraaiennest_station,5011,Station_RAI,3,1103.72,2,"
836,"836,5012,Overamstel,5011,Station_RAI,12,409.839,1,"
837,"837,5010,Station_Zuid,5011,Station_RAI,72,167.514,1,"
838,"838,5009,Amstelreenseweg,5011,Station_RAI,23,435.327,1,"
839,"839,5008,Henk_Sneevlietweg,5011,Station_RAI,94,684.582,1,"
840,"840,5007,Heemstedestraat,5011,Station_RAI,5,828.418,1,"
841,"841,5006,Station_Lelylaan,5011,Station_RAI,52,814.309,1,"
842,"842,5005,Postjesweg,5011,Station_RAI,14,926.082,1,"
843,"843,5004,Jan_van_Galenstraat,5011,Station_RAI,35,1003.97,1,"
844,"844,5003,Burg_De_Vlugtlaan,5011,Station_RAI,27,1120.86,1,"
845,"845,5002,Station_Sloterdijk,5011,Station_RAI,59,1266.74,1,"
846,"846,5001,Isolatorweg,5011,Station_RAI,31,1368.01,1,"
847,"847,5119,De_Boelelaan/VU,5011,Station_RAI,41,525.927,1,"
848,"848,5118,A.J._Ernststraat,5011,Station_RAI,6,648.158,1,"
849,"849,5117,Van_Boshuizenstraat,5011,Station_RAI,2,671.661,1,"
850,"850,5116,Uilenstede,5011,Station_RAI,2,765.721,1,"
851,"851,5115,Kronenburg,5011,Station_RAI,9,894.109,1,"
852,"852,5114,Zonnestein,5011,Station_RAI,4,996.225,1,"
853,"853,5113,Onderuit,5011,Station_RAI,1,797.82,1,"
854,"854,5112,Oranjebaan,5011,Station_RAI,4,1036.95,1,"
855,"855,5111,Amstelveen_centrum,5011,Station_RAI,13,1094.24,1,"
856,"856,5110,Ouderkerkerlaan,5011,Station_RAI,16,1226.64,1,"
857,"857,5109,Sportlaan,5011,Station_RAI,6,1307.07,1,"
858,"858,5108,Marne,5011,Station_RAI,3,1258.68,1,"
859,"859,5107,Gondel,5011,Station_RAI,3,1330.48,1,"
860,"860,5106,Meent,5011,Station_RAI,3,1420.46,1,"
861,"861,5105,Brink,5011,Station_RAI,1,1593.75,1,"
862,"862,5104,Poortwachter,5011,Station_RAI,8,1589.71,1,"
863,"863,5103,Spinnerij,5011,Station_RAI,3,1715.85,1,"
864,"864,5102,Sacharovlaan,5011,Station_RAI,6,1665.83,1,"
865,"865,5101,Westwijk,5011,Station_RAI,24,1785.69,1,"
866,"866,5126,Centraal_Station,5010,Station_Zuid,19,1476.97,1,"
867,"867,5125,Nieuwmarkt,5010,Station_Zuid,9,1360.24,1,"
868,"868,5124,Waterlooplein,5010,Station_Zuid,25,1327.21,1,"
869,"869,5123,Weesperplein,5010,Station_Zuid,49,1214.28,1,"
870,"870,5122,Wibautstraat,5010,Station_Zuid,29,1052.97,1,"
871,"871,5121,Amstelstation,5010,Station_Zuid,52,976.456,1,"
872,"872,5120,Spaklerweg,5010,Station_Zuid,23,778.841,1,"
873,"873,5013,Van_der_Madeweg,5010,Station_Zuid,15,739.038,1,"
874,"874,5014,Station_Duivendrecht,5010,Station_Zuid,14,751.151,1,"
875,"875,5015,Strandvliet,5010,Station_Zuid,12,876.333,1,"
876,"876,5016,Station_Bijlmer_ArenA,5010,Station_Zuid,107,955.339,1,"
877,"877,5017,Bullewijk,5010,Station_Zuid,48,1097.09,1,"
878,"878,5018,Station_Holendrecht,5010,Station_Zuid,91,1228.44,1,"
879,"879,5019,Reigersbos,5010,Station_Zuid,8,1371,1,"
880,"880,5020,Gein,5010,Station_Zuid,9,1441.27,1,"
881,"881,5306,Venserpolder,5010,Station_Zuid,5,903.784,2,"
882,"882,5305,Station_Diemen-Zuid,5010,Station_Zuid,6,947.75,2,"
883,"883,5304,Verrijn_Stuartweg,5010,Station_Zuid,5,1148.79,2,"
884,"884,5303,Station_Ganzenhoef,5010,Station_Zuid,8,1108.87,2,"
885,"885,5302,Kraaiennest_station,5010,Station_Zuid,7,1297.33,2,"
886,"886,5301,Gaasperplas,5010,Station_Zuid,2,1191.38,2,"
887,"887,5012,Overamstel,5010,Station_Zuid,58,587.168,1,"
888,"888,5011,Station_RAI,5010,Station_Zuid,71,366.952,1,"
889,"889,5009,Amstelreenseweg,5010,Station_Zuid,15,429.038,1,"
890,"890,5008,Henk_Sneevlietweg,5010,Station_Zuid,208,591.423,1,"
891,"891,5007,Heemstedestraat,5010,Station_Zuid,21,706.255,1,"
892,"892,5006,Station_Lelylaan,5010,Station_Zuid,68,752.977,1,"
893,"893,5005,Postjesweg,5010,Station_Zuid,11,923.005,1,"
894,"894,5004,Jan_van_Galenstraat,5010,Station_Zuid,36,950.482,1,"
895,"895,5003,Burg_De_Vlugtlaan,5010,Station_Zuid,24,1026.97,1,"
896,"896,5002,Station_Sloterdijk,5010,Station_Zuid,40,1183.77,1,"
897,"897,5001,Isolatorweg,5010,Station_Zuid,14,1299.8,1,"
898,"898,5119,De_Boelelaan/VU,5010,Station_Zuid,5,519.932,1,"
899,"899,5117,Van_Boshuizenstraat,5010,Station_Zuid,3,662.692,1,"
900,"900,5116,Uilenstede,5010,Station_Zuid,2,612.421,1,"
901,"901,5115,Kronenburg,5010,Station_Zuid,2,838.465,1,"
902,"902,5112,Oranjebaan,5010,Station_Zuid,2,972.118,1,"
903,"903,5110,Ouderkerkerlaan,5010,Station_Zuid,6,1159.83,1,"
904,"904,5109,Sportlaan,5010,Station_Zuid,12,1151.22,1,"
905,"905,5108,Marne,5010,Station_Zuid,1,1242.1,1,"
906,"906,5107,Gondel,5010,Station_Zuid,3,1262.98,1,"
907,"907,5106,Meent,5010,Station_Zuid,1,1221.63,1,"
908,"908,5104,Poortwachter,5010,Station_Zuid,9,1499.59,1,"
909,"909,5103,Spinnerij,5010,Station_Zuid,4,1702.26,1,"
910,"910,5102,Sacharovlaan,5010,Station_Zuid,12,1652.32,1,"
911,"911,5101,Westwijk,5010,Station_Zuid,6,1723.12,1,"
912,"912,5122,Wibautstraat,5009,Amstelreenseweg,2,1391.84,2,"
913,"913,5121,Amstelstation,5009,Amstelreenseweg,4,1548.97,2,"
914,"914,5013,Van_der_Madeweg,5009,Amstelreenseweg,9,953.381,1,"
915,"915,5014,Station_Duivendrecht,5009,Amstelreenseweg,7,1036.66,1,"
916,"916,5015,Strandvliet,5009,Amstelreenseweg,8,1109.12,1,"
917,"917,5016,Station_Bijlmer_ArenA,5009,Amstelreenseweg,51,1194.9,1,"
918,"918,5017,Bullewijk,5009,Amstelreenseweg,21,1339.45,1,"
919,"919,5018,Station_Holendrecht,5009,Amstelreenseweg,43,1433.11,1,"
920,"920,5019,Reigersbos,5009,Amstelreenseweg,3,1652.5,1,"
921,"921,5020,Gein,5009,Amstelreenseweg,4,1585.44,1,"
922,"922,5306,Venserpolder,5009,Amstelreenseweg,3,1323.72,2,"
923,"923,5305,Station_Diemen-Zuid,5009,Amstelreenseweg,4,1137.79,2,"
924,"924,5304,Verrijn_Stuartweg,5009,Amstelreenseweg,6,1411.91,2,"
925,"925,5303,Station_Ganzenhoef,5009,Amstelreenseweg,6,1318.57,2,"
926,"926,5302,Kraaiennest_station,5009,Amstelreenseweg,1,1383.41,2,"
927,"927,5301,Gaasperplas,5009,Amstelreenseweg,4,1592.85,2,"
928,"928,5012,Overamstel,5009,Amstelreenseweg,9,919.966,1,"
929,"929,5011,Station_RAI,5009,Amstelreenseweg,25,636.732,1,"
930,"930,5010,Station_Zuid,5009,Amstelreenseweg,6,476.807,1,"
931,"931,5008,Henk_Sneevlietweg,5009,Amstelreenseweg,127,396.925,1,"
932,"932,5007,Heemstedestraat,5009,Amstelreenseweg,6,580.732,1,"
933,"933,5006,Station_Lelylaan,5009,Amstelreenseweg,73,560.469,1,"
934,"934,5005,Postjesweg,5009,Amstelreenseweg,10,712.429,1,"
935,"935,5004,Jan_van_Galenstraat,5009,Amstelreenseweg,64,773.901,1,"
936,"936,5003,Burg_De_Vlugtlaan,5009,Amstelreenseweg,40,883.934,1,"
937,"937,5002,Station_Sloterdijk,5009,Amstelreenseweg,162,996.626,1,"
938,"938,5001,Isolatorweg,5009,Amstelreenseweg,42,1069.26,1,"
939,"939,5126,Centraal_Station,5008,Henk_Sneevlietweg,5,2155.51,2,"
940,"940,5125,Nieuwmarkt,5008,Henk_Sneevlietweg,8,2287.11,2,"
941,"941,5124,Waterlooplein,5008,Henk_Sneevlietweg,2,2033.25,2,"
942,"942,5123,Weesperplein,5008,Henk_Sneevlietweg,16,1863.31,2,"
943,"943,5122,Wibautstraat,5008,Henk_Sneevlietweg,14,1831.63,2,"
944,"944,5121,Amstelstation,5008,Henk_Sneevlietweg,22,1733.13,2,"
945,"945,5120,Spaklerweg,5008,Henk_Sneevlietweg,3,1741.88,2,"
946,"946,5013,Van_der_Madeweg,5008,Henk_Sneevlietweg,7,1136.24,1,"
947,"947,5014,Station_Duivendrecht,5008,Henk_Sneevlietweg,7,1262.07,1,"
948,"948,5015,Strandvliet,5008,Henk_Sneevlietweg,12,1275.5,1,"
949,"949,5016,Station_Bijlmer_ArenA,5008,Henk_Sneevlietweg,85,1391.34,1,"
950,"950,5017,Bullewijk,5008,Henk_Sneevlietweg,25,1496.54,1,"
951,"951,5018,Station_Holendrecht,5008,Henk_Sneevlietweg,42,1668.38,1,"
952,"952,5019,Reigersbos,5008,Henk_Sneevlietweg,5,1748.4,1,"
953,"953,5020,Gein,5008,Henk_Sneevlietweg,8,1848.59,1,"
954,"954,5306,Venserpolder,5008,Henk_Sneevlietweg,2,1647.77,2,"
955,"955,5305,Station_Diemen-Zuid,5008,Henk_Sneevlietweg,2,1254.5,2,"
956,"956,5304,Verrijn_Stuartweg,5008,Henk_Sneevlietweg,9,1552.72,2,"
957,"957,5302,Kraaiennest_station,5008,Henk_Sneevlietweg,2,1656.64,2,"
958,"958,5012,Overamstel,5008,Henk_Sneevlietweg,9,1037.41,1,"
959,"959,5011,Station_RAI,5008,Henk_Sneevlietweg,51,860.145,1,"
960,"960,5010,Station_Zuid,5008,Henk_Sneevlietweg,71,669.771,1,"
961,"961,5009,Amstelreenseweg,5008,Henk_Sneevlietweg,50,420.422,1,"
962,"962,5007,Heemstedestraat,5008,Henk_Sneevlietweg,1,410.114,1,"
963,"963,5006,Station_Lelylaan,5008,Henk_Sneevlietweg,21,410.497,1,"
964,"964,5005,Postjesweg,5008,Henk_Sneevlietweg,5,606.88,1,"
965,"965,5004,Jan_van_Galenstraat,5008,Henk_Sneevlietweg,7,590.11,1,"
966,"966,5003,Burg_De_Vlugtlaan,5008,Henk_Sneevlietweg,12,694.926,1,"
967,"967,5002,Station_Sloterdijk,5008,Henk_Sneevlietweg,45,812.467,1,"
968,"968,5001,Isolatorweg,5008,Henk_Sneevlietweg,10,979.691,1,"
969,"969,5117,Van_Boshuizenstraat,5008,Henk_Sneevlietweg,2,1759.41,2,"
970,"970,5116,Uilenstede,5008,Henk_Sneevlietweg,1,2229.06,2,"
971,"971,5113,Onderuit,5008,Henk_Sneevlietweg,1,1589.75,2,"
972,"972,5110,Ouderkerkerlaan,5008,Henk_Sneevlietweg,1,2448.31,2,"
973,"973,5109,Sportlaan,5008,Henk_Sneevlietweg,1,2123.33,2,"
974,"974,5101,Westwijk,5008,Henk_Sneevlietweg,12,2591.37,2,"
975,"975,5123,Weesperplein,5007,Heemstedestraat,3,2177.65,2,"
976,"976,5122,Wibautstraat,5007,Heemstedestraat,12,1945.06,2,"
977,"977,5121,Amstelstation,5007,Heemstedestraat,10,1783.98,2,"
978,"978,5120,Spaklerweg,5007,Heemstedestraat,2,1664.18,2,"
979,"979,5013,Van_der_Madeweg,5007,Heemstedestraat,17,1327.04,1,"
980,"980,5014,Station_Duivendrecht,5007,Heemstedestraat,17,1357.91,1,"
981,"981,5015,Strandvliet,5007,Heemstedestraat,16,1454.12,1,"
982,"982,5016,Station_Bijlmer_ArenA,5007,Heemstedestraat,163,1558.01,1,"
983,"983,5017,Bullewijk,5007,Heemstedestraat,60,1698.92,1,"
984,"984,5018,Station_Holendrecht,5007,Heemstedestraat,62,1818.02,1,"
985,"985,5019,Reigersbos,5007,Heemstedestraat,7,1899.17,1,"
986,"986,5020,Gein,5007,Heemstedestraat,5,2033.05,1,"
987,"987,5306,Venserpolder,5007,Heemstedestraat,2,1624.17,2,"
988,"988,5305,Station_Diemen-Zuid,5007,Heemstedestraat,7,1511.02,2,"
989,"989,5304,Verrijn_Stuartweg,5007,Heemstedestraat,4,1794.19,2,"
990,"990,5303,Station_Ganzenhoef,5007,Heemstedestraat,6,1822.79,2,"
991,"991,5302,Kraaiennest_station,5007,Heemstedestraat,4,1856.36,2,"
992,"992,5301,Gaasperplas,5007,Heemstedestraat,1,2009.22,2,"
993,"993,5012,Overamstel,5007,Heemstedestraat,12,1168.83,1,"
994,"994,5011,Station_RAI,5007,Heemstedestraat,62,1013.91,1,"
995,"995,5010,Station_Zuid,5007,Heemstedestraat,68,809.543,1,"
996,"996,5009,Amstelreenseweg,5007,Heemstedestraat,64,620.086,1,"
997,"997,5008,Henk_Sneevlietweg,5007,Heemstedestraat,25,364.586,1,"
998,"998,5006,Station_Lelylaan,5007,Heemstedestraat,15,310.962,1,"
999,"999,5005,Postjesweg,5007,Heemstedestraat,18,445.38,1,"
1000,"1000,5004,Jan_van_Galenstraat,5007,Heemstedestraat,72,496.745,1,"
1001,"1001,5003,Burg_De_Vlugtlaan,5007,Heemstedestraat,47,603.183,1,"
1002,"1002,5002,Station_Sloterdijk,5007,Heemstedestraat,150,703.833,1,"
1003,"1003,5001,Isolatorweg,5007,Heemstedestraat,32,777.795,1,"
1004,"1004,5118,A.J._Ernststraat,5007,Heemstedestraat,2,1348.82,2,"
1005,"1005,5116,Uilenstede,5007,Heemstedestraat,2,1935.68,2,"
1006,"1006,5115,Kronenburg,5007,Heemstedestraat,1,2132.94,2,"
1007,"1007,5112,Oranjebaan,5007,Heemstedestraat,3,2011.94,2,"
1008,"1008,5109,Sportlaan,5007,Heemstedestraat,3,2280.91,2,"
1009,"1009,5106,Meent,5007,Heemstedestraat,1,1807.11,2,"
1010,"1010,5101,Westwijk,5007,Heemstedestraat,17,2777.6,2,"
1011,"1011,5126,Centraal_Station,5006,Station_Lelylaan,40,2466.19,2,"
1012,"1012,5125,Nieuwmarkt,5006,Station_Lelylaan,16,2436.87,2,"
1013,"1013,5124,Waterlooplein,5006,Station_Lelylaan,17,2318.67,2,"
1014,"1014,5123,Weesperplein,5006,Station_Lelylaan,42,2268.57,2,"
1015,"1015,5122,Wibautstraat,5006,Station_Lelylaan,12,1993.02,2,"
1016,"1016,5121,Amstelstation,5006,Station_Lelylaan,23,1934.58,2,"
1017,"1017,5120,Spaklerweg,5006,Station_Lelylaan,4,1773.42,2,"
1018,"1018,5013,Van_der_Madeweg,5006,Station_Lelylaan,2,1494.81,1,"
1019,"1019,5014,Station_Duivendrecht,5006,Station_Lelylaan,14,1493.64,1,"
1020,"1020,5015,Strandvliet,5006,Station_Lelylaan,14,1640.31,1,"
1021,"1021,5016,Station_Bijlmer_ArenA,5006,Station_Lelylaan,99,1708.52,1,"
1022,"1022,5017,Bullewijk,5006,Station_Lelylaan,23,1793.18,1,"
1023,"1023,5018,Station_Holendrecht,5006,Station_Lelylaan,26,1888.56,1,"
1024,"1024,5019,Reigersbos,5006,Station_Lelylaan,9,1959.34,1,"
1025,"1025,5305,Station_Diemen-Zuid,5006,Station_Lelylaan,2,1574.15,2,"
1026,"1026,5304,Verrijn_Stuartweg,5006,Station_Lelylaan,2,1861.47,2,"
1027,"1027,5011,Station_RAI,5006,Station_Lelylaan,17,1172.56,1,"
1028,"1028,5010,Station_Zuid,5006,Station_Lelylaan,21,921.229,1,"
1029,"1029,5009,Amstelreenseweg,5006,Station_Lelylaan,22,754.543,1,"
1030,"1030,5008,Henk_Sneevlietweg,5006,Station_Lelylaan,9,389.114,1,"
1031,"1031,5007,Heemstedestraat,5006,Station_Lelylaan,2,358.561,1,"
1032,"1032,5004,Jan_van_Galenstraat,5006,Station_Lelylaan,13,422.465,1,"
1033,"1033,5003,Burg_De_Vlugtlaan,5006,Station_Lelylaan,9,541.143,1,"
