,",Origin_stop_ID,Origin_stop_name,Destination_stop_ID,Destination_stop_name,Nr_pass_completed,Average_travel_time,Average_number_boardings,Unnamed: 7"
347,"347,5104,Poortwachter,5013,Van_der_Madeweg,2,2120.24,2,"
348,"348,5102,Sacharovlaan,5013,Van_der_Madeweg,1,2366.54,2,"
349,"349,5101,Westwijk,5013,Van_der_Madeweg,5,2538.13,2,"
350,"350,5126,Centraal_Station,5014,Station_Duivendrecht,14,1157.49,1.71429,"
351,"351,5125,Nieuwmarkt,5014,Station_Duivendrecht,14,1102.55,1.57143,"
352,"352,5124,Waterlooplein,5014,Station_Duivendrecht,12,1067.41,1.75,"
353,"353,5123,Weesperplein,5014,Station_Duivendrecht,93,889.735,1.53763,"
354,"354,5122,Wibautstraat,5014,Station_Duivendrecht,21,731.153,1.38095,"
355,"355,5121,Amstelstation,5014,Station_Duivendrecht,49,685.696,1.22449,"
356,"356,5120,Spaklerweg,5014,Station_Duivendrecht,25,508.929,1,"
357,"357,5013,Van_der_Madeweg,5014,Station_Duivendrecht,44,216.949,1,"
358,"358,5015,Strandvliet,5014,Station_Duivendrecht,53,248.699,1,"
359,"359,5016,Station_Bijlmer_ArenA,5014,Station_Duivendrecht,460,294.778,1,"
360,"360,5017,Bullewijk,5014,Station_Duivendrecht,244,418.33,1,"
361,"361,5018,Station_Holendrecht,5014,Station_Duivendrecht,379,546.765,1,"
362,"362,5019,Reigersbos,5014,Station_Duivendrecht,33,651.654,1,"
363,"363,5020,Gein,5014,Station_Duivendrecht,27,776.767,1,"
364,"364,5304,Verrijn_Stuartweg,5014,Station_Duivendrecht,1,905.244,2,"
365,"365,5303,Station_Ganzenhoef,5014,Station_Duivendrecht,1,884.586,2,"
366,"366,5012,Overamstel,5014,Station_Duivendrecht,28,539.251,1,"
367,"367,5011,Station_RAI,5014,Station_Duivendrecht,28,656.606,1,"
368,"368,5010,Station_Zuid,5014,Station_Duivendrecht,33,769.14,1,"
369,"369,5009,Amstelreenseweg,5014,Station_Duivendrecht,21,961.509,1,"
370,"370,5008,Henk_Sneevlietweg,5014,Station_Duivendrecht,27,1094.82,1,"
371,"371,5007,Heemstedestraat,5014,Station_Duivendrecht,3,1264.04,1,"
372,"372,5006,Station_Lelylaan,5014,Station_Duivendrecht,31,1360.14,1,"
373,"373,5005,Postjesweg,5014,Station_Duivendrecht,6,1378.94,1,"
374,"374,5004,Jan_van_Galenstraat,5014,Station_Duivendrecht,12,1470.6,1,"
375,"375,5003,Burg_De_Vlugtlaan,5014,Station_Duivendrecht,7,1558.45,1,"
376,"376,5002,Station_Sloterdijk,5014,Station_Duivendrecht,20,1740.05,1,"
377,"377,5001,Isolatorweg,5014,Station_Duivendrecht,7,1846.67,1,"
378,"378,5103,Spinnerij,5014,Station_Duivendrecht,1,2424.56,2,"
379,"379,5101,Westwijk,5014,Station_Duivendrecht,3,2595.51,2,"
380,"380,5126,Centraal_Station,5015,Strandvliet,59,1310.14,1.57627,"
381,"381,5125,Nieuwmarkt,5015,Strandvliet,38,1226.27,1.52632,"
382,"382,5124,Waterlooplein,5015,Strandvliet,29,1172.69,1.34483,"
383,"383,5123,Weesperplein,5015,Strandvliet,45,1018.46,1.46667,"
384,"384,5122,Wibautstraat,5015,Strandvliet,14,921.284,1.42857,"
385,"385,5121,Amstelstation,5015,Strandvliet,26,800.834,1.11538,"
386,"386,5120,Spaklerweg,5015,Strandvliet,1,673.937,1,"
387,"387,5013,Van_der_Madeweg,5015,Strandvliet,5,325.916,1,"
388,"388,5014,Station_Duivendrecht,5015,Strandvliet,17,308.494,1,"
389,"389,5016,Station_Bijlmer_ArenA,5015,Strandvliet,44,164.769,1,"
390,"390,5017,Bullewijk,5015,Strandvliet,10,308.528,1,"
391,"391,5018,Station_Holendrecht,5015,Strandvliet,14,410.788,1,"
392,"392,5019,Reigersbos,5015,Strandvliet,12,548.866,1,"
393,"393,5020,Gein,5015,Strandvliet,3,592.53,1,"
394,"394,5305,Station_Diemen-Zuid,5015,Strandvliet,3,723.713,2,"
395,"395,5304,Verrijn_Stuartweg,5015,Strandvliet,22,970.784,2,"
396,"396,5302,Kraaiennest_station,5015,Strandvliet,5,1266.42,2,"
397,"397,5301,Gaasperplas,5015,Strandvliet,1,1216.99,2,"
398,"398,5012,Overamstel,5015,Strandvliet,1,672.141,1,"
399,"399,5011,Station_RAI,5015,Strandvliet,14,837.304,1,"
400,"400,5010,Station_Zuid,5015,Strandvliet,17,891.489,1,"
401,"401,5009,Amstelreenseweg,5015,Strandvliet,11,1064.91,1,"
402,"402,5008,Henk_Sneevlietweg,5015,Strandvliet,12,1257.01,1,"
403,"403,5007,Heemstedestraat,5015,Strandvliet,1,1427.84,1,"
404,"404,5006,Station_Lelylaan,5015,Strandvliet,11,1445.18,1,"
405,"405,5005,Postjesweg,5015,Strandvliet,2,1596.45,1,"
406,"406,5004,Jan_van_Galenstraat,5015,Strandvliet,3,1704.13,1,"
407,"407,5003,Burg_De_Vlugtlaan,5015,Strandvliet,4,1799.56,1,"
408,"408,5002,Station_Sloterdijk,5015,Strandvliet,18,1879.11,1,"
409,"409,5001,Isolatorweg,5015,Strandvliet,7,1992.44,1,"
410,"410,5118,A.J._Ernststraat,5015,Strandvliet,1,1262.33,2,"
411,"411,5116,Uilenstede,5015,Strandvliet,2,1598.33,2,"
412,"412,5115,Kronenburg,5015,Strandvliet,2,1911.41,2,"
413,"413,5101,Westwijk,5015,Strandvliet,3,2747.66,2,"
414,"414,5126,Centraal_Station,5016,Station_Bijlmer_ArenA,248,1455.24,1.66935,"
415,"415,5125,Nieuwmarkt,5016,Station_Bijlmer_ArenA,101,1397.02,1.58416,"
416,"416,5124,Waterlooplein,5016,Station_Bijlmer_ArenA,90,1298.81,1.52222,"
417,"417,5123,Weesperplein,5016,Station_Bijlmer_ArenA,196,1173.31,1.4898,"
418,"418,5122,Wibautstraat,5016,Station_Bijlmer_ArenA,61,1073.81,1.47541,"
419,"419,5121,Amstelstation,5016,Station_Bijlmer_ArenA,139,907.207,1.18705,"
420,"420,5120,Spaklerweg,5016,Station_Bijlmer_ArenA,19,768.445,1,"
421,"421,5013,Van_der_Madeweg,5016,Station_Bijlmer_ArenA,44,485.463,1,"
422,"422,5014,Station_Duivendrecht,5016,Station_Bijlmer_ArenA,32,447.76,1,"
423,"423,5015,Strandvliet,5016,Station_Bijlmer_ArenA,69,291.271,1,"
424,"424,5017,Bullewijk,5016,Station_Bijlmer_ArenA,187,232.856,1,"
425,"425,5018,Station_Holendrecht,5016,Station_Bijlmer_ArenA,323,352.26,1,"
426,"426,5019,Reigersbos,5016,Station_Bijlmer_ArenA,82,465.282,1,"
427,"427,5020,Gein,5016,Station_Bijlmer_ArenA,71,594.193,1,"
428,"428,5304,Verrijn_Stuartweg,5016,Station_Bijlmer_ArenA,8,1175.83,2,"
429,"429,5012,Overamstel,5016,Station_Bijlmer_ArenA,22,783.728,1,"
430,"430,5011,Station_RAI,5016,Station_Bijlmer_ArenA,62,948.013,1,"
431,"431,5010,Station_Zuid,5016,Station_Bijlmer_ArenA,70,987.312,1,"
432,"432,5009,Amstelreenseweg,5016,Station_Bijlmer_ArenA,53,1191.73,1,"
433,"433,5008,Henk_Sneevlietweg,5016,Station_Bijlmer_ArenA,49,1345.17,1,"
434,"434,5007,Heemstedestraat,5016,Station_Bijlmer_ArenA,7,1493.63,1,"
435,"435,5006,Station_Lelylaan,5016,Station_Bijlmer_ArenA,52,1543,1,"
436,"436,5005,Postjesweg,5016,Station_Bijlmer_ArenA,17,1648.26,1,"
437,"437,5004,Jan_van_Galenstraat,5016,Station_Bijlmer_ArenA,41,1687.55,1,"
438,"438,5003,Burg_De_Vlugtlaan,5016,Station_Bijlmer_ArenA,32,1846.97,1,"
439,"439,5002,Station_Sloterdijk,5016,Station_Bijlmer_ArenA,63,1933.42,1,"
440,"440,5001,Isolatorweg,5016,Station_Bijlmer_ArenA,15,2076.75,1,"
441,"441,5119,De_Boelelaan/VU,5016,Station_Bijlmer_ArenA,1,1717.75,2,"
442,"442,5118,A.J._Ernststraat,5016,Station_Bijlmer_ArenA,1,1658.51,2,"
443,"443,5117,Van_Boshuizenstraat,5016,Station_Bijlmer_ArenA,5,1676.07,2,"
444,"444,5116,Uilenstede,5016,Station_Bijlmer_ArenA,1,1868.91,2,"
445,"445,5115,Kronenburg,5016,Station_Bijlmer_ArenA,2,1885.21,2,"
446,"446,5112,Oranjebaan,5016,Station_Bijlmer_ArenA,1,1831.13,2,"
447,"447,5110,Ouderkerkerlaan,5016,Station_Bijlmer_ArenA,2,2346.35,2,"
448,"448,5109,Sportlaan,5016,Station_Bijlmer_ArenA,2,2313.21,2,"
449,"449,5104,Poortwachter,5016,Station_Bijlmer_ArenA,1,2725.39,2,"
450,"450,5103,Spinnerij,5016,Station_Bijlmer_ArenA,1,2836.91,2,"
451,"451,5101,Westwijk,5016,Station_Bijlmer_ArenA,19,2821.23,2,"
452,"452,5126,Centraal_Station,5017,Bullewijk,82,1656.63,1.5122,"
453,"453,5125,Nieuwmarkt,5017,Bullewijk,36,1546.19,1.47222,"
454,"454,5124,Waterlooplein,5017,Bullewijk,16,1468.57,1.3125,"
455,"455,5123,Weesperplein,5017,Bullewijk,57,1331.81,1.49123,"
456,"456,5122,Wibautstraat,5017,Bullewijk,18,1291.56,1.66667,"
457,"457,5121,Amstelstation,5017,Bullewijk,43,1090.16,1.11628,"
458,"458,5120,Spaklerweg,5017,Bullewijk,3,969.993,1,"
459,"459,5013,Van_der_Madeweg,5017,Bullewijk,5,745.684,1,"
460,"460,5014,Station_Duivendrecht,5017,Bullewijk,8,648.993,1,"
461,"461,5015,Strandvliet,5017,Bullewijk,17,466.186,1,"
462,"462,5016,Station_Bijlmer_ArenA,5017,Bullewijk,96,371.388,1,"
463,"463,5018,Station_Holendrecht,5017,Bullewijk,24,256.928,1,"
464,"464,5019,Reigersbos,5017,Bullewijk,26,343.251,1,"
465,"465,5020,Gein,5017,Bullewijk,21,465.22,1,"
466,"466,5306,Venserpolder,5017,Bullewijk,2,979.175,2,"
467,"467,5305,Station_Diemen-Zuid,5017,Bullewijk,1,1318.46,2,"
468,"468,5304,Verrijn_Stuartweg,5017,Bullewijk,2,1373.13,2,"
469,"469,5011,Station_RAI,5017,Bullewijk,10,1119.89,1,"
470,"470,5010,Station_Zuid,5017,Bullewijk,19,1202.48,1,"
471,"471,5009,Amstelreenseweg,5017,Bullewijk,10,1354.18,1,"
472,"472,5008,Henk_Sneevlietweg,5017,Bullewijk,7,1682.82,1,"
473,"473,5007,Heemstedestraat,5017,Bullewijk,1,1589.12,1,"
474,"474,5006,Station_Lelylaan,5017,Bullewijk,14,1658.61,1,"
475,"475,5005,Postjesweg,5017,Bullewijk,7,1878.38,1,"
476,"476,5004,Jan_van_Galenstraat,5017,Bullewijk,11,1935.14,1,"
477,"477,5003,Burg_De_Vlugtlaan,5017,Bullewijk,6,2033.5,1,"
478,"478,5002,Station_Sloterdijk,5017,Bullewijk,13,2141.04,1,"
479,"479,5001,Isolatorweg,5017,Bullewijk,4,2212.03,1,"
480,"480,5119,De_Boelelaan/VU,5017,Bullewijk,1,1696.45,2,"
481,"481,5116,Uilenstede,5017,Bullewijk,4,1911.79,2,"
482,"482,5103,Spinnerij,5017,Bullewijk,1,2792.87,2,"
483,"483,5101,Westwijk,5017,Bullewijk,8,2974.57,2,"
484,"484,5126,Centraal_Station,5018,Station_Holendrecht,65,1745.96,1.56923,"
485,"485,5125,Nieuwmarkt,5018,Station_Holendrecht,39,1700.56,1.48718,"
486,"486,5124,Waterlooplein,5018,Station_Holendrecht,36,1616.12,1.38889,"
487,"487,5123,Weesperplein,5018,Station_Holendrecht,89,1496.84,1.4382,"
488,"488,5122,Wibautstraat,5018,Station_Holendrecht,21,1376.33,1.28571,"
489,"489,5121,Amstelstation,5018,Station_Holendrecht,69,1217.39,1.13043,"
490,"490,5120,Spaklerweg,5018,Station_Holendrecht,8,1144.9,1,"
491,"491,5013,Van_der_Madeweg,5018,Station_Holendrecht,10,779.886,1,"
492,"492,5014,Station_Duivendrecht,5018,Station_Holendrecht,37,749.897,1,"
493,"493,5015,Strandvliet,5018,Station_Holendrecht,25,585.85,1,"
494,"494,5016,Station_Bijlmer_ArenA,5018,Station_Holendrecht,153,492.86,1,"
495,"495,5017,Bullewijk,5018,Station_Holendrecht,58,301.754,1,"
496,"496,5019,Reigersbos,5018,Station_Holendrecht,25,249.877,1,"
497,"497,5020,Gein,5018,Station_Holendrecht,25,340.348,1,"
498,"498,5305,Station_Diemen-Zuid,5018,Station_Holendrecht,5,1288.12,2,"
499,"499,5304,Verrijn_Stuartweg,5018,Station_Holendrecht,2,1503.73,2,"
500,"500,5012,Overamstel,5018,Station_Holendrecht,1,1135.37,1,"
501,"501,5011,Station_RAI,5018,Station_Holendrecht,19,1263.14,1,"
502,"502,5010,Station_Zuid,5018,Station_Holendrecht,46,1326.55,1,"
503,"503,5009,Amstelreenseweg,5018,Station_Holendrecht,25,1512,1,"
504,"504,5008,Henk_Sneevlietweg,5018,Station_Holendrecht,15,1656.3,1,"
505,"505,5007,Heemstedestraat,5018,Station_Holendrecht,1,1616.47,1,"
506,"506,5006,Station_Lelylaan,5018,Station_Holendrecht,27,1852.87,1,"
507,"507,5005,Postjesweg,5018,Station_Holendrecht,3,2038.9,1,"
508,"508,5004,Jan_van_Galenstraat,5018,Station_Holendrecht,19,2029.1,1,"
509,"509,5003,Burg_De_Vlugtlaan,5018,Station_Holendrecht,13,2169.22,1,"
510,"510,5002,Station_Sloterdijk,5018,Station_Holendrecht,22,2253.66,1,"
511,"511,5001,Isolatorweg,5018,Station_Holendrecht,4,2501.5,1,"
512,"512,5119,De_Boelelaan/VU,5018,Station_Holendrecht,4,1958.17,2,"
513,"513,5118,A.J._Ernststraat,5018,Station_Holendrecht,1,1802.43,2,"
514,"514,5109,Sportlaan,5018,Station_Holendrecht,2,2387.35,2,"
515,"515,5101,Westwijk,5018,Station_Holendrecht,8,3053.97,2,"
516,"516,5126,Centraal_Station,5019,Reigersbos,80,1891.08,1.6,"
517,"517,5125,Nieuwmarkt,5019,Reigersbos,44,1860.15,1.72727,"
518,"518,5124,Waterlooplein,5019,Reigersbos,51,1764.33,1.31373,"
519,"519,5123,Weesperplein,5019,Reigersbos,81,1636.97,1.58025,"
520,"520,5122,Wibautstraat,5019,Reigersbos,30,1526.34,1.4,"
521,"521,5121,Amstelstation,5019,Reigersbos,61,1394.98,1.18033,"
522,"522,5120,Spaklerweg,5019,Reigersbos,6,1206.27,1,"
523,"523,5013,Van_der_Madeweg,5019,Reigersbos,14,919.588,1,"
524,"524,5014,Station_Duivendrecht,5019,Reigersbos,29,898.291,1,"
525,"525,5015,Strandvliet,5019,Reigersbos,25,778.484,1,"
526,"526,5016,Station_Bijlmer_ArenA,5019,Reigersbos,202,646.614,1,"
527,"527,5017,Bullewijk,5019,Reigersbos,37,448.358,1,"
528,"528,5018,Station_Holendrecht,5019,Reigersbos,45,316.589,1,"
529,"529,5020,Gein,5019,Reigersbos,10,209.281,1,"
530,"530,5306,Venserpolder,5019,Reigersbos,3,1538.31,2,"
531,"531,5305,Station_Diemen-Zuid,5019,Reigersbos,9,1484.27,2,"
532,"532,5304,Verrijn_Stuartweg,5019,Reigersbos,2,1584.51,2,"
533,"533,5011,Station_RAI,5019,Reigersbos,24,1426.13,1,"
534,"534,5010,Station_Zuid,5019,Reigersbos,38,1486.64,1,"
535,"535,5009,Amstelreenseweg,5019,Reigersbos,34,1624.92,1,"
536,"536,5008,Henk_Sneevlietweg,5019,Reigersbos,19,1850.17,1,"
537,"537,5007,Heemstedestraat,5019,Reigersbos,5,1925.69,1,"
538,"538,5006,Station_Lelylaan,5019,Reigersbos,23,2045.92,1,"
539,"539,5004,Jan_van_Galenstraat,5019,Reigersbos,11,2243.58,1,"
540,"540,5003,Burg_De_Vlugtlaan,5019,Reigersbos,17,2331.66,1,"
541,"541,5002,Station_Sloterdijk,5019,Reigersbos,27,2427.57,1,"
542,"542,5001,Isolatorweg,5019,Reigersbos,3,2514.63,1,"
543,"543,5119,De_Boelelaan/VU,5019,Reigersbos,1,2044.96,2,"
544,"544,5118,A.J._Ernststraat,5019,Reigersbos,1,2058.11,2,"
545,"545,5117,Van_Boshuizenstraat,5019,Reigersbos,1,2247.54,2,"
546,"546,5116,Uilenstede,5019,Reigersbos,1,2227.83,2,"
547,"547,5114,Zonnestein,5019,Reigersbos,1,2283.4,2,"
548,"548,5111,Amstelveen_centrum,5019,Reigersbos,2,2463.06,2,"
549,"549,5104,Poortwachter,5019,Reigersbos,1,2969.8,2,"
550,"550,5101,Westwijk,5019,Reigersbos,14,3267.66,2,"
551,"551,5126,Centraal_Station,5020,Gein,48,2030.87,1.45833,"
552,"552,5125,Nieuwmarkt,5020,Gein,35,2001.71,1.65714,"
553,"553,5124,Waterlooplein,5020,Gein,34,1918.01,1.61765,"
554,"554,5123,Weesperplein,5020,Gein,64,1763.08,1.45313,"
555,"555,5122,Wibautstraat,5020,Gein,27,1648.92,1.37037,"
556,"556,5121,Amstelstation,5020,Gein,46,1548.78,1.21739,"
557,"557,5120,Spaklerweg,5020,Gein,7,1369.03,1,"
558,"558,5013,Van_der_Madeweg,5020,Gein,3,1064.23,1,"
559,"559,5014,Station_Duivendrecht,5020,Gein,26,1063.13,1,"
560,"560,5015,Strandvliet,5020,Gein,29,887.52,1,"
561,"561,5016,Station_Bijlmer_ArenA,5020,Gein,172,768.803,1,"
562,"562,5017,Bullewijk,5020,Gein,34,631.249,1,"
563,"563,5018,Station_Holendrecht,5020,Gein,56,466.057,1,"
564,"564,5019,Reigersbos,5020,Gein,19,266.399,1,"
565,"565,5306,Venserpolder,5020,Gein,3,1703.34,2,"
566,"566,5305,Station_Diemen-Zuid,5020,Gein,3,1673.48,2,"
567,"567,5304,Verrijn_Stuartweg,5020,Gein,1,1815.79,2,"
568,"568,5012,Overamstel,5020,Gein,2,1324.6,1,"
569,"569,5011,Station_RAI,5020,Gein,26,1537.46,1,"
570,"570,5010,Station_Zuid,5020,Gein,53,1637.12,1,"
571,"571,5009,Amstelreenseweg,5020,Gein,26,1775.91,1,"
572,"572,5008,Henk_Sneevlietweg,5020,Gein,6,2011.2,1,"
573,"573,5006,Station_Lelylaan,5020,Gein,17,2135.93,1,"
574,"574,5005,Postjesweg,5020,Gein,5,2315.25,1,"
575,"575,5004,Jan_van_Galenstraat,5020,Gein,13,2360.33,1,"
576,"576,5003,Burg_De_Vlugtlaan,5020,Gein,13,2460.29,1,"
577,"577,5002,Station_Sloterdijk,5020,Gein,25,2537.26,1,"
578,"578,5001,Isolatorweg,5020,Gein,2,2505.75,1,"
579,"579,5119,De_Boelelaan/VU,5020,Gein,1,1983.27,2,"
580,"580,5117,Van_Boshuizenstraat,5020,Gein,1,2547.18,2,"
581,"581,5116,Uilenstede,5020,Gein,1,2538.1,2,"
582,"582,5115,Kronenburg,5020,Gein,1,2579.3,2,"
583,"583,5112,Oranjebaan,5020,Gein,1,2732.37,2,"
584,"584,5110,Ouderkerkerlaan,5020,Gein,1,2902.54,2,"
585,"585,5104,Poortwachter,5020,Gein,2,3076.29,2,"
586,"586,5102,Sacharovlaan,5020,Gein,1,3340.45,2,"
587,"587,5101,Westwijk,5020,Gein,8,3442.89,2,"
588,"588,5126,Centraal_Station,5306,Venserpolder,56,1216.07,1,"
589,"589,5125,Nieuwmarkt,5306,Venserpolder,37,1168.26,1,"
590,"590,5124,Waterlooplein,5306,Venserpolder,77,1095.61,1,"
591,"591,5123,Weesperplein,5306,Venserpolder,178,928.755,1,"
592,"592,5122,Wibautstraat,5306,Venserpolder,44,824.32,1,"
593,"593,5121,Amstelstation,5306,Venserpolder,105,697.437,1,"
594,"594,5120,Spaklerweg,5306,Venserpolder,61,517.854,1,"
595,"595,5013,Van_der_Madeweg,5306,Venserpolder,64,337.499,1,"
596,"596,5017,Bullewijk,5306,Venserpolder,2,936.587,2,"
597,"597,5018,Station_Holendrecht,5306,Venserpolder,2,1152.33,2,"
598,"598,5020,Gein,5306,Venserpolder,1,964.383,2,"
599,"599,5305,Station_Diemen-Zuid,5306,Venserpolder,9,273.873,1,"
600,"600,5304,Verrijn_Stuartweg,5306,Venserpolder,12,325.159,1,"
601,"601,5303,Station_Ganzenhoef,5306,Venserpolder,22,500.533,1,"
602,"602,5302,Kraaiennest_station,5306,Venserpolder,5,629.259,1,"
603,"603,5301,Gaasperplas,5306,Venserpolder,7,588.312,1,"
604,"604,5011,Station_RAI,5306,Venserpolder,5,855.227,2,"
605,"605,5010,Station_Zuid,5306,Venserpolder,10,1028.32,2,"
606,"606,5009,Amstelreenseweg,5306,Venserpolder,5,1064.11,2,"
607,"607,5008,Henk_Sneevlietweg,5306,Venserpolder,2,1390.55,2,"
608,"608,5006,Station_Lelylaan,5306,Venserpolder,1,1585.45,2,"
609,"609,5005,Postjesweg,5306,Venserpolder,2,1568.79,2,"
610,"610,5004,Jan_van_Galenstraat,5306,Venserpolder,3,1567.52,2,"
611,"611,5002,Station_Sloterdijk,5306,Venserpolder,7,1944.78,2,"
612,"612,5119,De_Boelelaan/VU,5306,Venserpolder,5,2106.46,2,"
613,"613,5118,A.J._Ernststraat,5306,Venserpolder,4,2011.79,2,"
614,"614,5117,Van_Boshuizenstraat,5306,Venserpolder,4,2156.39,2,"
615,"615,5116,Uilenstede,5306,Venserpolder,2,2579.15,2,"
616,"616,5115,Kronenburg,5306,Venserpolder,2,1988.25,2,"
617,"617,5114,Zonnestein,5306,Venserpolder,2,2676.7,2,"
618,"618,5101,Westwijk,5306,Venserpolder,7,3486.58,2,"
619,"619,5126,Centraal_Station,5305,Station_Diemen-Zuid,75,1321.18,1,"
620,"620,5125,Nieuwmarkt,5305,Station_Diemen-Zuid,28,1256.52,1,"
621,"621,5124,Waterlooplein,5305,Station_Diemen-Zuid,29,1181.81,1,"
622,"622,5123,Weesperplein,5305,Station_Diemen-Zuid,74,1045.19,1,"
623,"623,5122,Wibautstraat,5305,Station_Diemen-Zuid,19,984.792,1,"
624,"624,5121,Amstelstation,5305,Station_Diemen-Zuid,44,795.558,1,"
625,"625,5120,Spaklerweg,5305,Station_Diemen-Zuid,6,624.523,1,"
626,"626,5013,Van_der_Madeweg,5305,Station_Diemen-Zuid,7,448.459,1,"
627,"627,5014,Station_Duivendrecht,5305,Station_Diemen-Zuid,1,610.317,2,"
628,"628,5015,Strandvliet,5305,Station_Diemen-Zuid,7,825.088,2,"
629,"629,5016,Station_Bijlmer_ArenA,5305,Station_Diemen-Zuid,2,919.455,2,"
630,"630,5017,Bullewijk,5305,Station_Diemen-Zuid,5,1163.32,2,"
631,"631,5018,Station_Holendrecht,5305,Station_Diemen-Zuid,17,1088.48,2,"
632,"632,5019,Reigersbos,5305,Station_Diemen-Zuid,2,1093.18,2,"
633,"633,5020,Gein,5305,Station_Diemen-Zuid,2,1310.75,2,"
634,"634,5306,Venserpolder,5305,Station_Diemen-Zuid,6,342.078,1,"
635,"635,5304,Verrijn_Stuartweg,5305,Station_Diemen-Zuid,34,315.331,1,"
636,"636,5303,Station_Ganzenhoef,5305,Station_Diemen-Zuid,30,382.064,1,"
637,"637,5302,Kraaiennest_station,5305,Station_Diemen-Zuid,11,461.409,1,"
638,"638,5301,Gaasperplas,5305,Station_Diemen-Zuid,16,591.5,1,"
639,"639,5011,Station_RAI,5305,Station_Diemen-Zuid,8,1027.13,2,"
640,"640,5010,Station_Zuid,5305,Station_Diemen-Zuid,21,1013.69,2,"
641,"641,5009,Amstelreenseweg,5305,Station_Diemen-Zuid,8,1382.24,2,"
642,"642,5008,Henk_Sneevlietweg,5305,Station_Diemen-Zuid,17,1490.67,2,"
643,"643,5007,Heemstedestraat,5305,Station_Diemen-Zuid,2,1750.97,2,"
644,"644,5006,Station_Lelylaan,5305,Station_Diemen-Zuid,8,1576.34,2,"
645,"645,5005,Postjesweg,5305,Station_Diemen-Zuid,1,2268.71,2,"
646,"646,5004,Jan_van_Galenstraat,5305,Station_Diemen-Zuid,9,1780.01,2,"
647,"647,5003,Burg_De_Vlugtlaan,5305,Station_Diemen-Zuid,6,1855.22,2,"
648,"648,5002,Station_Sloterdijk,5305,Station_Diemen-Zuid,21,2098.12,2,"
649,"649,5001,Isolatorweg,5305,Station_Diemen-Zuid,6,2286.68,2,"
650,"650,5119,De_Boelelaan/VU,5305,Station_Diemen-Zuid,15,2079.02,2,"
651,"651,5118,A.J._Ernststraat,5305,Station_Diemen-Zuid,6,1873.54,2,"
652,"652,5117,Van_Boshuizenstraat,5305,Station_Diemen-Zuid,3,2450.2,2,"
653,"653,5116,Uilenstede,5305,Station_Diemen-Zuid,3,2301.67,2,"
654,"654,5112,Oranjebaan,5305,Station_Diemen-Zuid,1,2473.11,2,"
655,"655,5111,Amstelveen_centrum,5305,Station_Diemen-Zuid,1,1917.44,2,"
656,"656,5104,Poortwachter,5305,Station_Diemen-Zuid,1,2337.1,2,"
657,"657,5102,Sacharovlaan,5305,Station_Diemen-Zuid,1,3178.51,2,"
658,"658,5101,Westwijk,5305,Station_Diemen-Zuid,20,3616.85,2,"
659,"659,5126,Centraal_Station,5304,Verrijn_Stuartweg,11,1439.08,1,"
660,"660,5125,Nieuwmarkt,5304,Verrijn_Stuartweg,5,1489.36,1,"
661,"661,5124,Waterlooplein,5304,Verrijn_Stuartweg,3,1338.75,1,"
662,"662,5123,Weesperplein,5304,Verrijn_Stuartweg,8,1192.25,1,"
663,"663,5122,Wibautstraat,5304,Verrijn_Stuartweg,5,1059.24,1,"
664,"664,5121,Amstelstation,5304,Verrijn_Stuartweg,11,951.155,1,"
665,"665,5120,Spaklerweg,5304,Verrijn_Stuartweg,2,831.088,1,"
666,"666,5015,Strandvliet,5304,Verrijn_Stuartweg,1,1199.35,2,"
667,"667,5017,Bullewijk,5304,Verrijn_Stuartweg,1,847.642,2,"
668,"668,5018,Station_Holendrecht,5304,Verrijn_Stuartweg,1,1148.61,2,"
669,"669,5306,Venserpolder,5304,Verrijn_Stuartweg,2,430.227,1,"
670,"670,5305,Station_Diemen-Zuid,5304,Verrijn_Stuartweg,3,454.289,1,"
671,"671,5303,Station_Ganzenhoef,5304,Verrijn_Stuartweg,2,354.009,1,"
672,"672,5301,Gaasperplas,5304,Verrijn_Stuartweg,5,487.077,1,"
673,"673,5010,Station_Zuid,5304,Verrijn_Stuartweg,5,1270.01,2,"
674,"674,5008,Henk_Sneevlietweg,5304,Verrijn_Stuartweg,1,1545.87,2,"
675,"675,5006,Station_Lelylaan,5304,Verrijn_Stuartweg,2,2016.72,2,"
676,"676,5005,Postjesweg,5304,Verrijn_Stuartweg,2,1816.53,2,"
677,"677,5004,Jan_van_Galenstraat,5304,Verrijn_Stuartweg,2,2102.2,2,"
678,"678,5003,Burg_De_Vlugtlaan,5304,Verrijn_Stuartweg,2,1901.48,2,"
679,"679,5002,Station_Sloterdijk,5304,Verrijn_Stuartweg,2,2102.02,2,"
680,"680,5119,De_Boelelaan/VU,5304,Verrijn_Stuartweg,2,2696.36,2,"
681,"681,5116,Uilenstede,5304,Verrijn_Stuartweg,1,3414.33,2,"
682,"682,5112,Oranjebaan,5304,Verrijn_Stuartweg,1,3030.61,2,"
683,"683,5105,Brink,5304,Verrijn_Stuartweg,1,2595.72,2,"
684,"684,5103,Spinnerij,5304,Verrijn_Stuartweg,1,2865.77,2,"
685,"685,5101,Westwijk,5304,Verrijn_Stuartweg,2,3696.82,2,"
686,"686,5126,Centraal_Station,5303,Station_Ganzenhoef,133,1535.53,1,"
687,"687,5125,Nieuwmarkt,5303,Station_Ganzenhoef,83,1496.06,1,"
688,"688,5124,Waterlooplein,5303,Station_Ganzenhoef,76,1427.69,1,"
