,Line_ID,Average_headway,Average_dwell_time,Average_abs_schedule_deviation,Average_waiting_time_per_stop,Total_pass_boarding,Standard_deviation_headway(averaged_over_stops),Standard_deviation_dwell_time(averaged_over_stops),Share_on_time,Share_early,Share_late,Total_pass_riding_time,Total_pass_dwell_time,Total_pass_waiting_time,Total_pass_holding_time,Control_objective_functon_value,Total_pass_weighted_in_vehicle_time,Unnamed: 17
0,50,450.84,16.6091,64.6209,2.64374,196.122,36.1384,1.32165,0.959259,0.0,0.0407407,3737660.0,585113.0,1361920.0,-1.3740100000000002e-10,5684690.0,4129820.0,
1,250,447.968,17.1919,139.755,5.914540000000001,341.24199999999996,57.3857,1.8439599999999998,0.7910050000000001,0.0,0.208995,6912210.0,1067570.0,2358250.0,-2.11383e-10,10338000.0,9348240.0,
2,51,451.155,16.1729,34.6873,0.471675,193.298,29.7845,1.15551,0.866239,0.133761,0.0,4322540.0,860008.0,1246110.0,-1.17507e-09,6428660.0,5961090.0,
3,251,453.91900000000004,16.0986,465.12800000000004,3.38455,179.805,103.02600000000001,1.15802,0.336111,0.0,0.6638890000000001,5841030.0,905284.0,1288840.0,1.5337799999999998e-09,8035150.0,7973340.0,
4,53,450.07199999999995,16.0693,19.7781,0.739631,149.19799999999998,8.06357,1.09149,1.0,0.0,0.0,1625140.0,339530.0,1028650.0,-8.76739e-11,2993320.0,1950070.0,
5,253,449.81199999999995,16.0206,160.102,5.763999999999999,150.615,55.0711,0.983859,0.832759,0.0,0.167241,2567880.0,384330.0,1074700.0,6.55033e-10,4026910.0,2846360.0,
6,54,450.11400000000003,16.0984,24.4916,3.3104,212.68,4.62665,1.07588,1.0,0.0,0.0,2713570.0,616024.0,1458280.0,2.53012e-09,4787870.0,3941030.0,
7,254,451.61,16.0013,202.18900000000002,5.9025,146.249,61.5241,0.955836,0.6924140000000001,0.0,0.307586,2782540.0,387037.0,1009660.0,-1.09641e-09,4179230.0,3021800.0,
