Origin_stop_ID	Origin_stop_name	Destination_stop_ID	Destination_stop_name	Nr_pass_completed	Average_travel_time	Average_number_boardings	
5018	Station_Holendrecht	5002	Station_Sloterdijk	39	2401.29	1	
5306	Venserpolder	5002	Station_Sloterdijk	3	2351.07	2	
5305	Station_Diemen-Zuid	5002	Station_Sloterdijk	4	2151.35	2	
5304	Verrijn_Stuartweg	5002	Station_Sloterdijk	1	2054.19	2	
5303	Station_Ganzenhoef	5002	Station_Sloterdijk	6	2349.04	2	
5302	Kraaiennest_station	5002	Station_Sloterdijk	1	2404.33	2	
5301	Gaasperplas	5002	Station_Sloterdijk	1	2667.57	2	
5012	Overamstel	5002	Station_Sloterdijk	12	1916.41	1	
5011	Station_RAI	5002	Station_Sloterdijk	220	1633.18	1	
5010	Station_Zuid	5002	Station_Sloterdijk	510	1454.64	1	
5009	Amstelreenseweg	5002	Station_Sloterdijk	552	1231.34	1	
5008	Henk_Sneevlietweg	5002	Station_Sloterdijk	259	1020.89	1	
5007	Heemstedestraat	5002	Station_Sloterdijk	92	839.163	1	
5006	Station_Lelylaan	5002	Station_Sloterdijk	117	734.678	1	
5005	Postjesweg	5002	Station_Sloterdijk	43	653.342	1	
5004	Jan_van_Galenstraat	5002	Station_Sloterdijk	155	531.476	1	
5003	Burg_De_Vlugtlaan	5002	Station_Sloterdijk	139	352.951	1	
5001	Isolatorweg	5002	Station_Sloterdijk	200	332.848	1	
5119	De_Boelelaan/VU	5002	Station_Sloterdijk	1	2001.48	2	
5118	A.J._Ernststraat	5002	Station_Sloterdijk	5	2078.15	2	
5117	Van_Boshuizenstraat	5002	Station_Sloterdijk	7	2350.61	2	
5116	Uilenstede	5002	Station_Sloterdijk	5	2284.74	2	
5115	Kronenburg	5002	Station_Sloterdijk	10	2508.22	2	
5114	Zonnestein	5002	Station_Sloterdijk	2	2500.03	2	
5113	Onderuit	5002	Station_Sloterdijk	1	2569.7	2	
5112	Oranjebaan	5002	Station_Sloterdijk	3	2736.89	2	
5111	Amstelveen_centrum	5002	Station_Sloterdijk	1	2821.63	2	
5110	Ouderkerkerlaan	5002	Station_Sloterdijk	6	2790.85	2	
5107	Gondel	5002	Station_Sloterdijk	1	2710.99	2	
5105	Brink	5002	Station_Sloterdijk	1	3413.41	2	
5103	Spinnerij	5002	Station_Sloterdijk	1	3723.93	2	
5102	Sacharovlaan	5002	Station_Sloterdijk	1	2791.46	2	
5101	Westwijk	5002	Station_Sloterdijk	32	3302.28	2	
5123	Weesperplein	5001	Isolatorweg	1	2931.72	2	
5122	Wibautstraat	5001	Isolatorweg	1	3154.18	2	
5013	Van_der_Madeweg	5001	Isolatorweg	1	2213.77	1	
5014	Station_Duivendrecht	5001	Isolatorweg	2	2224.42	1	
5016	Station_Bijlmer_ArenA	5001	Isolatorweg	11	2280.2	1	
5017	Bullewijk	5001	Isolatorweg	2	2498.55	1	
5018	Station_Holendrecht	5001	Isolatorweg	4	2571.52	1	
5019	Reigersbos	5001	Isolatorweg	3	2685	1	
5020	Gein	5001	Isolatorweg	2	2918.1	1	
5302	Kraaiennest_station	5001	Isolatorweg	2	2600.6	2	
5301	Gaasperplas	5001	Isolatorweg	1	2596.09	2	
5011	Station_RAI	5001	Isolatorweg	17	1796.09	1	
5010	Station_Zuid	5001	Isolatorweg	21	1561.54	1	
5009	Amstelreenseweg	5001	Isolatorweg	33	1348.13	1	
5008	Henk_Sneevlietweg	5001	Isolatorweg	21	1143.43	1	
5007	Heemstedestraat	5001	Isolatorweg	7	976.708	1	
5006	Station_Lelylaan	5001	Isolatorweg	23	910.702	1	
5005	Postjesweg	5001	Isolatorweg	9	791.042	1	
5004	Jan_van_Galenstraat	5001	Isolatorweg	12	677.29	1	
5003	Burg_De_Vlugtlaan	5001	Isolatorweg	11	511.452	1	
5002	Station_Sloterdijk	5001	Isolatorweg	8	314.664	1	
5112	Oranjebaan	5001	Isolatorweg	1	2208.27	2	
5111	Amstelveen_centrum	5001	Isolatorweg	2	3213.46	2	
5110	Ouderkerkerlaan	5001	Isolatorweg	2	3427.84	2	
5106	Meent	5001	Isolatorweg	1	3260.58	2	
5101	Westwijk	5001	Isolatorweg	6	3539.36	2	
5126	Centraal_Station	5119	De_Boelelaan/VU	27	1635.85	1	
5125	Nieuwmarkt	5119	De_Boelelaan/VU	16	1594.02	1	
5124	Waterlooplein	5119	De_Boelelaan/VU	3	1495.83	1	
5123	Weesperplein	5119	De_Boelelaan/VU	29	1341.96	1	
5122	Wibautstraat	5119	De_Boelelaan/VU	17	1237.54	1	
5121	Amstelstation	5119	De_Boelelaan/VU	18	1136.87	1	
5120	Spaklerweg	5119	De_Boelelaan/VU	3	1103.55	1	
5014	Station_Duivendrecht	5119	De_Boelelaan/VU	2	1118	2	
5015	Strandvliet	5119	De_Boelelaan/VU	3	1131.95	2	
5016	Station_Bijlmer_ArenA	5119	De_Boelelaan/VU	13	1447.39	2	
5017	Bullewijk	5119	De_Boelelaan/VU	3	1514.19	2	
5018	Station_Holendrecht	5119	De_Boelelaan/VU	4	1674.22	2	
5020	Gein	5119	De_Boelelaan/VU	1	2337.04	2	
5306	Venserpolder	5119	De_Boelelaan/VU	2	1907.96	2	
5304	Verrijn_Stuartweg	5119	De_Boelelaan/VU	1	2126.86	2	
5303	Station_Ganzenhoef	5119	De_Boelelaan/VU	4	2201.43	2	
5012	Overamstel	5119	De_Boelelaan/VU	1	599.454	1	
5011	Station_RAI	5119	De_Boelelaan/VU	10	623.192	1	
5010	Station_Zuid	5119	De_Boelelaan/VU	2	384.287	1	
5118	A.J._Ernststraat	5119	De_Boelelaan/VU	1	249.45	1	
5117	Van_Boshuizenstraat	5119	De_Boelelaan/VU	12	423.426	1	
5116	Uilenstede	5119	De_Boelelaan/VU	7	467.147	1	
5115	Kronenburg	5119	De_Boelelaan/VU	5	546.166	1	
5112	Oranjebaan	5119	De_Boelelaan/VU	3	811.486	1	
5111	Amstelveen_centrum	5119	De_Boelelaan/VU	1	627.89	1	
5110	Ouderkerkerlaan	5119	De_Boelelaan/VU	5	908.047	1	
5109	Sportlaan	5119	De_Boelelaan/VU	3	995.217	1	
5108	Marne	5119	De_Boelelaan/VU	2	959.907	1	
5107	Gondel	5119	De_Boelelaan/VU	5	1106.46	1	
5105	Brink	5119	De_Boelelaan/VU	1	1323.44	1	
5104	Poortwachter	5119	De_Boelelaan/VU	7	1371.14	1	
5103	Spinnerij	5119	De_Boelelaan/VU	3	1499.94	1	
5102	Sacharovlaan	5119	De_Boelelaan/VU	3	1495.84	1	
5101	Westwijk	5119	De_Boelelaan/VU	42	1490.26	1	
5126	Centraal_Station	5118	A.J._Ernststraat	9	1833.12	1	
5125	Nieuwmarkt	5118	A.J._Ernststraat	9	1737.63	1	
5124	Waterlooplein	5118	A.J._Ernststraat	7	1759.22	1	
5123	Weesperplein	5118	A.J._Ernststraat	11	1558.39	1	
5122	Wibautstraat	5118	A.J._Ernststraat	6	1607.88	1	
5121	Amstelstation	5118	A.J._Ernststraat	13	1337.66	1	
5120	Spaklerweg	5118	A.J._Ernststraat	2	1422.95	1	
5016	Station_Bijlmer_ArenA	5118	A.J._Ernststraat	8	1512.28	2	
5017	Bullewijk	5118	A.J._Ernststraat	5	1526.31	2	
5018	Station_Holendrecht	5118	A.J._Ernststraat	4	1678.79	2	
5306	Venserpolder	5118	A.J._Ernststraat	1	1813.26	2	
5012	Overamstel	5118	A.J._Ernststraat	2	1208.01	1	
5011	Station_RAI	5118	A.J._Ernststraat	1	863.724	1	
5008	Henk_Sneevlietweg	5118	A.J._Ernststraat	1	1825.72	2	
5006	Station_Lelylaan	5118	A.J._Ernststraat	1	1473.43	2	
5005	Postjesweg	5118	A.J._Ernststraat	1	1646.47	2	
5004	Jan_van_Galenstraat	5118	A.J._Ernststraat	1	1559.57	2	
5003	Burg_De_Vlugtlaan	5118	A.J._Ernststraat	2	1644.01	2	
5002	Station_Sloterdijk	5118	A.J._Ernststraat	1	1737.2	2	
5119	De_Boelelaan/VU	5118	A.J._Ernststraat	3	309.455	1	
5117	Van_Boshuizenstraat	5118	A.J._Ernststraat	2	200.226	1	
5114	Zonnestein	5118	A.J._Ernststraat	2	592.5	1	
5111	Amstelveen_centrum	5118	A.J._Ernststraat	1	694.549	1	
5110	Ouderkerkerlaan	5118	A.J._Ernststraat	3	857.184	1	
5108	Marne	5118	A.J._Ernststraat	2	1015.82	1	
5107	Gondel	5118	A.J._Ernststraat	1	1140.55	1	
5104	Poortwachter	5118	A.J._Ernststraat	3	1212.99	1	
5102	Sacharovlaan	5118	A.J._Ernststraat	2	1389.96	1	
5101	Westwijk	5118	A.J._Ernststraat	14	1473.74	1	
5126	Centraal_Station	5117	Van_Boshuizenstraat	21	1976.28	1	
5125	Nieuwmarkt	5117	Van_Boshuizenstraat	25	1943.97	1	
5124	Waterlooplein	5117	Van_Boshuizenstraat	16	1917.69	1	
5123	Weesperplein	5117	Van_Boshuizenstraat	18	1684.65	1	
5122	Wibautstraat	5117	Van_Boshuizenstraat	9	1567.91	1	
5121	Amstelstation	5117	Van_Boshuizenstraat	17	1526.5	1	
5120	Spaklerweg	5117	Van_Boshuizenstraat	3	1417.01	1	
5014	Station_Duivendrecht	5117	Van_Boshuizenstraat	2	1592.04	2	
5015	Strandvliet	5117	Van_Boshuizenstraat	1	1378.41	2	
5016	Station_Bijlmer_ArenA	5117	Van_Boshuizenstraat	18	1650.1	2	
5017	Bullewijk	5117	Van_Boshuizenstraat	5	1675.7	2	
5018	Station_Holendrecht	5117	Van_Boshuizenstraat	8	1855.46	2	
5020	Gein	5117	Van_Boshuizenstraat	1	2295.78	2	
5306	Venserpolder	5117	Van_Boshuizenstraat	2	2148.14	2	
5305	Station_Diemen-Zuid	5117	Van_Boshuizenstraat	1	2825.97	2	
5303	Station_Ganzenhoef	5117	Van_Boshuizenstraat	2	2849.08	2	
5301	Gaasperplas	5117	Van_Boshuizenstraat	2	3187.83	2	
5012	Overamstel	5117	Van_Boshuizenstraat	1	1082.09	1	
5011	Station_RAI	5117	Van_Boshuizenstraat	4	1022.4	1	
5010	Station_Zuid	5117	Van_Boshuizenstraat	5	815.964	1	
5009	Amstelreenseweg	5117	Van_Boshuizenstraat	2	1333.23	2	
5008	Henk_Sneevlietweg	5117	Van_Boshuizenstraat	7	1618.39	2	
5006	Station_Lelylaan	5117	Van_Boshuizenstraat	9	1844.98	2	
5004	Jan_van_Galenstraat	5117	Van_Boshuizenstraat	7	1945.85	2	
5003	Burg_De_Vlugtlaan	5117	Van_Boshuizenstraat	3	2438.76	2	
5002	Station_Sloterdijk	5117	Van_Boshuizenstraat	17	2131.96	2	
5119	De_Boelelaan/VU	5117	Van_Boshuizenstraat	24	592.692	1	
5118	A.J._Ernststraat	5117	Van_Boshuizenstraat	11	436.882	1	
5116	Uilenstede	5117	Van_Boshuizenstraat	4	382.168	1	
5114	Zonnestein	5117	Van_Boshuizenstraat	1	245.246	1	
5112	Oranjebaan	5117	Van_Boshuizenstraat	5	565.45	1	
5110	Ouderkerkerlaan	5117	Van_Boshuizenstraat	6	740.229	1	
5109	Sportlaan	5117	Van_Boshuizenstraat	16	788.063	1	
5107	Gondel	5117	Van_Boshuizenstraat	3	786.971	1	
5106	Meent	5117	Van_Boshuizenstraat	2	1021.86	1	
5105	Brink	5117	Van_Boshuizenstraat	2	1046.77	1	
5104	Poortwachter	5117	Van_Boshuizenstraat	7	1059.18	1	
5103	Spinnerij	5117	Van_Boshuizenstraat	3	1255.82	1	
5102	Sacharovlaan	5117	Van_Boshuizenstraat	10	1236.39	1	
5126	Centraal_Station	5116	Uilenstede	15	2131.27	1	
5125	Nieuwmarkt	5116	Uilenstede	10	2008.76	1	
5124	Waterlooplein	5116	Uilenstede	12	1953.21	1	
5123	Weesperplein	5116	Uilenstede	25	1730.29	1	
5122	Wibautstraat	5116	Uilenstede	7	1637.25	1	
5121	Amstelstation	5116	Uilenstede	13	1534.58	1	
5120	Spaklerweg	5116	Uilenstede	1	1189.1	1	
5015	Strandvliet	5116	Uilenstede	1	2218.65	2	
5016	Station_Bijlmer_ArenA	5116	Uilenstede	5	1671.33	2	
5017	Bullewijk	5116	Uilenstede	2	1799.64	2	
5018	Station_Holendrecht	5116	Uilenstede	14	2130.25	2	
5019	Reigersbos	5116	Uilenstede	1	1810.23	2	
5304	Verrijn_Stuartweg	5116	Uilenstede	1	2666.69	2	
5012	Overamstel	5116	Uilenstede	2	1209.25	1	
5011	Station_RAI	5116	Uilenstede	11	1047.05	1	
5010	Station_Zuid	5116	Uilenstede	5	834.618	1	
5008	Henk_Sneevlietweg	5116	Uilenstede	4	1570.79	2	
5006	Station_Lelylaan	5116	Uilenstede	1	1966.98	2	
5004	Jan_van_Galenstraat	5116	Uilenstede	2	1999.1	2	
5003	Burg_De_Vlugtlaan	5116	Uilenstede	2	2516.91	2	
5002	Station_Sloterdijk	5116	Uilenstede	8	2391.71	2	
5001	Isolatorweg	5116	Uilenstede	1	2336.05	2	
5119	De_Boelelaan/VU	5116	Uilenstede	10	741.12	1	
5118	A.J._Ernststraat	5116	Uilenstede	10	492.15	1	
5117	Van_Boshuizenstraat	5116	Uilenstede	3	493.529	1	
5114	Zonnestein	5116	Uilenstede	1	287.891	1	
5111	Amstelveen_centrum	5116	Uilenstede	3	649.39	1	
5110	Ouderkerkerlaan	5116	Uilenstede	5	674.699	1	
5109	Sportlaan	5116	Uilenstede	1	899.389	1	
5104	Poortwachter	5116	Uilenstede	1	1001.9	1	
5101	Westwijk	5116	Uilenstede	13	1272.29	1	
5126	Centraal_Station	5115	Kronenburg	13	2316.05	1	
5125	Nieuwmarkt	5115	Kronenburg	9	2090.48	1	
5124	Waterlooplein	5115	Kronenburg	14	2136.02	1	
5123	Weesperplein	5115	Kronenburg	17	2005.42	1	
5122	Wibautstraat	5115	Kronenburg	1	1661.13	1	
5121	Amstelstation	5115	Kronenburg	15	1678.43	1	
5120	Spaklerweg	5115	Kronenburg	1	1761.19	1	
5015	Strandvliet	5115	Kronenburg	1	1575.46	2	
5016	Station_Bijlmer_ArenA	5115	Kronenburg	3	1838.63	2	
5017	Bullewijk	5115	Kronenburg	2	2068.44	2	
5018	Station_Holendrecht	5115	Kronenburg	2	2198.44	2	
5306	Venserpolder	5115	Kronenburg	1	2763.27	2	
5305	Station_Diemen-Zuid	5115	Kronenburg	1	1999.77	2	
5304	Verrijn_Stuartweg	5115	Kronenburg	2	2675.78	2	
5303	Station_Ganzenhoef	5115	Kronenburg	1	2750.94	2	
5302	Kraaiennest_station	5115	Kronenburg	1	3356.11	2	
5011	Station_RAI	5115	Kronenburg	13	1178.3	1	
5010	Station_Zuid	5115	Kronenburg	5	1049.39	1	
5008	Henk_Sneevlietweg	5115	Kronenburg	3	1586.17	2	
5006	Station_Lelylaan	5115	Kronenburg	3	1965.91	2	
5005	Postjesweg	5115	Kronenburg	1	2401.24	2	
5004	Jan_van_Galenstraat	5115	Kronenburg	4	2079	2	
5003	Burg_De_Vlugtlaan	5115	Kronenburg	3	2440.77	2	
5002	Station_Sloterdijk	5115	Kronenburg	3	2544.77	2	
5001	Isolatorweg	5115	Kronenburg	1	2519.68	2	
5119	De_Boelelaan/VU	5115	Kronenburg	7	768.994	1	
5118	A.J._Ernststraat	5115	Kronenburg	4	545.243	1	
5117	Van_Boshuizenstraat	5115	Kronenburg	1	459.931	1	
5114	Zonnestein	5115	Kronenburg	1	408.181	1	
5112	Oranjebaan	5115	Kronenburg	4	406.9	1	
5111	Amstelveen_centrum	5115	Kronenburg	4	538.025	1	
5110	Ouderkerkerlaan	5115	Kronenburg	9	508.997	1	
5109	Sportlaan	5115	Kronenburg	1	571.335	1	
5107	Gondel	5115	Kronenburg	1	860.502	1	
5102	Sacharovlaan	5115	Kronenburg	1	1223.45	1	
5101	Westwijk	5115	Kronenburg	1	1078.56	1	
5126	Centraal_Station	5114	Zonnestein	9	2224.31	1	
5125	Nieuwmarkt	5114	Zonnestein	11	2217.55	1	
5124	Waterlooplein	5114	Zonnestein	15	2117.68	1	
5123	Weesperplein	5114	Zonnestein	17	1905.96	1	
5122	Wibautstraat	5114	Zonnestein	5	1880.02	1	
5121	Amstelstation	5114	Zonnestein	13	1738.62	1	
5120	Spaklerweg	5114	Zonnestein	2	1650.09	1	
5013	Van_der_Madeweg	5114	Zonnestein	1	1634.74	2	
5016	Station_Bijlmer_ArenA	5114	Zonnestein	3	1890.23	2	
5017	Bullewijk	5114	Zonnestein	3	2356.04	2	
5018	Station_Holendrecht	5114	Zonnestein	3	2252.35	2	
5019	Reigersbos	5114	Zonnestein	1	2109.71	2	
5306	Venserpolder	5114	Zonnestein	1	2192.14	2	
5305	Station_Diemen-Zuid	5114	Zonnestein	1	2085.39	2	
5304	Verrijn_Stuartweg	5114	Zonnestein	1	3999.59	2	
5303	Station_Ganzenhoef	5114	Zonnestein	1	2443.82	2	
5302	Kraaiennest_station	5114	Zonnestein	2	2623.74	2	
5012	Overamstel	5114	Zonnestein	1	1300.88	1	
5011	Station_RAI	5114	Zonnestein	8	1205.21	1	
5010	Station_Zuid	5114	Zonnestein	3	1028.76	1	
5008	Henk_Sneevlietweg	5114	Zonnestein	3	2100.4	2	
5006	Station_Lelylaan	5114	Zonnestein	1	2191.47	2	
5005	Postjesweg	5114	Zonnestein	1	2745.28	2	
5004	Jan_van_Galenstraat	5114	Zonnestein	3	2231.11	2	
5002	Station_Sloterdijk	5114	Zonnestein	10	2758.62	2	
5001	Isolatorweg	5114	Zonnestein	1	2518.98	2	
5119	De_Boelelaan/VU	5114	Zonnestein	4	953.408	1	
5118	A.J._Ernststraat	5114	Zonnestein	1	742.585	1	
5116	Uilenstede	5114	Zonnestein	2	350.048	1	
5112	Oranjebaan	5114	Zonnestein	2	317.869	1	
5110	Ouderkerkerlaan	5114	Zonnestein	10	439.992	1	
5109	Sportlaan	5114	Zonnestein	18	567.226	1	
5108	Marne	5114	Zonnestein	1	736.638	1	
5105	Brink	5114	Zonnestein	2	759.969	1	
5104	Poortwachter	5114	Zonnestein	6	938.972	1	
5103	Spinnerij	5114	Zonnestein	2	1056.22	1	
5102	Sacharovlaan	5114	Zonnestein	5	1090.88	1	
5101	Westwijk	5114	Zonnestein	4	1041.98	1	
5126	Centraal_Station	5113	Onderuit	14	2384.09	1	
5125	Nieuwmarkt	5113	Onderuit	3	2248.96	1	
5124	Waterlooplein	5113	Onderuit	9	2192	1	
5123	Weesperplein	5113	Onderuit	19	2066.59	1	
5122	Wibautstraat	5113	Onderuit	4	2055.33	1	
5121	Amstelstation	5113	Onderuit	14	1793.92	1	
5120	Spaklerweg	5113	Onderuit	2	1627.07	1	
5014	Station_Duivendrecht	5113	Onderuit	4	1966.32	2	
5015	Strandvliet	5113	Onderuit	1	1968.3	2	
5016	Station_Bijlmer_ArenA	5113	Onderuit	40	2118.59	2	
5017	Bullewijk	5113	Onderuit	7	2084.53	2	
5018	Station_Holendrecht	5113	Onderuit	14	2165.17	2	
5019	Reigersbos	5113	Onderuit	3	2491.79	2	
5305	Station_Diemen-Zuid	5113	Onderuit	1	2627.71	2	
5304	Verrijn_Stuartweg	5113	Onderuit	1	3214.25	2	
5303	Station_Ganzenhoef	5113	Onderuit	1	3326.17	2	
5011	Station_RAI	5113	Onderuit	7	1343.31	1	
5010	Station_Zuid	5113	Onderuit	11	1194.93	1	
5009	Amstelreenseweg	5113	Onderuit	8	1685.05	2	
5008	Henk_Sneevlietweg	5113	Onderuit	3	1712.93	2	
5006	Station_Lelylaan	5113	Onderuit	4	2204.92	2	
5004	Jan_van_Galenstraat	5113	Onderuit	3	2183.23	2	
5003	Burg_De_Vlugtlaan	5113	Onderuit	8	2567.72	2	
5002	Station_Sloterdijk	5113	Onderuit	9	2799.78	2	
5001	Isolatorweg	5113	Onderuit	3	2427.32	2	
5119	De_Boelelaan/VU	5113	Onderuit	1	900.377	1	
5101	Westwijk	5113	Onderuit	2	945.213	1	
5126	Centraal_Station	5112	Oranjebaan	13	2381.87	1	
5125	Nieuwmarkt	5112	Oranjebaan	6	2461.86	1	
5124	Waterlooplein	5112	Oranjebaan	3	2300.1	1	
5123	Weesperplein	5112	Oranjebaan	8	2256.26	1	
5122	Wibautstraat	5112	Oranjebaan	4	2116.07	1	
5121	Amstelstation	5112	Oranjebaan	3	1939.28	1	
5017	Bullewijk	5112	Oranjebaan	1	2216.6	2	
5306	Venserpolder	5112	Oranjebaan	1	3270.45	2	
5303	Station_Ganzenhoef	5112	Oranjebaan	1	3291.56	2	
5011	Station_RAI	5112	Oranjebaan	5	1390.1	1	
5010	Station_Zuid	5112	Oranjebaan	7	1285.52	1	
5008	Henk_Sneevlietweg	5112	Oranjebaan	1	1797.55	2	
5006	Station_Lelylaan	5112	Oranjebaan	1	2386.38	2	
5002	Station_Sloterdijk	5112	Oranjebaan	7	2472.26	2	
5001	Isolatorweg	5112	Oranjebaan	3	2780.51	2	
5119	De_Boelelaan/VU	5112	Oranjebaan	11	1118.39	1	
5118	A.J._Ernststraat	5112	Oranjebaan	4	921.689	1	
5117	Van_Boshuizenstraat	5112	Oranjebaan	2	633.535	1	
5116	Uilenstede	5112	Oranjebaan	2	550.915	1	
5115	Kronenburg	5112	Oranjebaan	4	398.016	1	
5114	Zonnestein	5112	Oranjebaan	4	404.282	1	
5111	Amstelveen_centrum	5112	Oranjebaan	1	416.686	1	
5110	Ouderkerkerlaan	5112	Oranjebaan	9	387.038	1	
5109	Sportlaan	5112	Oranjebaan	5	461.94	1	
5108	Marne	5112	Oranjebaan	1	646.107	1	
5107	Gondel	5112	Oranjebaan	1	721.536	1	
5105	Brink	5112	Oranjebaan	1	460.67	1	
5104	Poortwachter	5112	Oranjebaan	3	824.102	1	
5102	Sacharovlaan	5112	Oranjebaan	1	844.65	1	
5101	Westwijk	5112	Oranjebaan	11	981.293	1	
5126	Centraal_Station	5111	Amstelveen_centrum	10	2466.57	1	
5125	Nieuwmarkt	5111	Amstelveen_centrum	11	2473.94	1	
5124	Waterlooplein	5111	Amstelveen_centrum	4	2260.31	1	
5123	Weesperplein	5111	Amstelveen_centrum	15	2191.1	1	
5122	Wibautstraat	5111	Amstelveen_centrum	2	2078.5	1	
5121	Amstelstation	5111	Amstelveen_centrum	3	2136.51	1	
5016	Station_Bijlmer_ArenA	5111	Amstelveen_centrum	1	2695.68	2	
5019	Reigersbos	5111	Amstelveen_centrum	1	2336.11	2	
5305	Station_Diemen-Zuid	5111	Amstelveen_centrum	2	2993.57	2	
5304	Verrijn_Stuartweg	5111	Amstelveen_centrum	1	2781.31	2	
5012	Overamstel	5111	Amstelveen_centrum	1	1776.35	1	
5011	Station_RAI	5111	Amstelveen_centrum	5	1358.56	1	
5010	Station_Zuid	5111	Amstelveen_centrum	2	1291.92	1	
5008	Henk_Sneevlietweg	5111	Amstelveen_centrum	4	2071.63	2	
5006	Station_Lelylaan	5111	Amstelveen_centrum	2	2101.68	2	
5005	Postjesweg	5111	Amstelveen_centrum	1	2939.81	2	
5004	Jan_van_Galenstraat	5111	Amstelveen_centrum	1	2518.91	2	
5003	Burg_De_Vlugtlaan	5111	Amstelveen_centrum	1	2874.86	2	
5002	Station_Sloterdijk	5111	Amstelveen_centrum	1	2571.88	2	
5119	De_Boelelaan/VU	5111	Amstelveen_centrum	3	1115.38	1	
5118	A.J._Ernststraat	5111	Amstelveen_centrum	3	1045.43	1	
5117	Van_Boshuizenstraat	5111	Amstelveen_centrum	3	893.447	1	
5115	Kronenburg	5111	Amstelveen_centrum	1	342.66	1	
5114	Zonnestein	5111	Amstelveen_centrum	4	417.124	1	
5112	Oranjebaan	5111	Amstelveen_centrum	2	288.457	1	
5110	Ouderkerkerlaan	5111	Amstelveen_centrum	1	282.996	1	
5109	Sportlaan	5111	Amstelveen_centrum	3	461.049	1	
5107	Gondel	5111	Amstelveen_centrum	2	376.886	1	
5106	Meent	5111	Amstelveen_centrum	1	522.762	1	
5105	Brink	5111	Amstelveen_centrum	1	782.133	1	
5104	Poortwachter	5111	Amstelveen_centrum	2	756.702	1	
5103	Spinnerij	5111	Amstelveen_centrum	2	652.582	1	
5102	Sacharovlaan	5111	Amstelveen_centrum	4	911.68	1	
5101	Westwijk	5111	Amstelveen_centrum	10	892.413	1	
5126	Centraal_Station	5110	Ouderkerkerlaan	3	2838.56	1	
5125	Nieuwmarkt	5110	Ouderkerkerlaan	4	2418.11	1	
5124	Waterlooplein	5110	Ouderkerkerlaan	6	2459.69	1	
5123	Weesperplein	5110	Ouderkerkerlaan	6	2335.37	1	
5121	Amstelstation	5110	Ouderkerkerlaan	13	2120.83	1	
5120	Spaklerweg	5110	Ouderkerkerlaan	2	1948.06	1	
5303	Station_Ganzenhoef	5110	Ouderkerkerlaan	1	3858.36	2	
5012	Overamstel	5110	Ouderkerkerlaan	1	1536.89	1	
5011	Station_RAI	5110	Ouderkerkerlaan	4	1597.31	1	
5010	Station_Zuid	5110	Ouderkerkerlaan	9	1403.99	1	
5008	Henk_Sneevlietweg	5110	Ouderkerkerlaan	3	2139.92	2	
5006	Station_Lelylaan	5110	Ouderkerkerlaan	3	2332.68	2	
5004	Jan_van_Galenstraat	5110	Ouderkerkerlaan	1	2636.49	2	
5003	Burg_De_Vlugtlaan	5110	Ouderkerkerlaan	1	2370.89	2	
5002	Station_Sloterdijk	5110	Ouderkerkerlaan	3	2748.44	2	
5001	Isolatorweg	5110	Ouderkerkerlaan	1	2643.89	2	
5119	De_Boelelaan/VU	5110	Ouderkerkerlaan	12	1351.41	1	
5118	A.J._Ernststraat	5110	Ouderkerkerlaan	2	1084.51	1	
5117	Van_Boshuizenstraat	5110	Ouderkerkerlaan	4	822.625	1	
5116	Uilenstede	5110	Ouderkerkerlaan	6	817.641	1	
5114	Zonnestein	5110	Ouderkerkerlaan	2	613.253	1	
5113	Onderuit	5110	Ouderkerkerlaan	1	414.152	1	
5112	Oranjebaan	5110	Ouderkerkerlaan	2	568.419	1	
5109	Sportlaan	5110	Ouderkerkerlaan	2	282.244	1	
5108	Marne	5110	Ouderkerkerlaan	4	361.279	1	
5107	Gondel	5110	Ouderkerkerlaan	2	549.191	1	
5106	Meent	5110	Ouderkerkerlaan	3	362.735	1	
5104	Poortwachter	5110	Ouderkerkerlaan	4	558.332	1	
5103	Spinnerij	5110	Ouderkerkerlaan	6	647.969	1	
5102	Sacharovlaan	5110	Ouderkerkerlaan	6	732.751	1	
5101	Westwijk	5110	Ouderkerkerlaan	15	815.44	1	
5126	Centraal_Station	5109	Sportlaan	16	2680.36	1	
5125	Nieuwmarkt	5109	Sportlaan	10	2652.48	1	
5124	Waterlooplein	5109	Sportlaan	7	2559.9	1	
5123	Weesperplein	5109	Sportlaan	12	2345.02	1	
5122	Wibautstraat	5109	Sportlaan	6	2204.55	1	
5121	Amstelstation	5109	Sportlaan	15	2188.57	1	
5120	Spaklerweg	5109	Sportlaan	1	2061.65	1	
5306	Venserpolder	5109	Sportlaan	1	3145.94	2	
5305	Station_Diemen-Zuid	5109	Sportlaan	1	3603.82	2	
5012	Overamstel	5109	Sportlaan	2	1663.96	1	
5011	Station_RAI	5109	Sportlaan	18	1624.65	1	
5010	Station_Zuid	5109	Sportlaan	24	1513.54	1	
5008	Henk_Sneevlietweg	5109	Sportlaan	2	2581.4	2	
5006	Station_Lelylaan	5109	Sportlaan	6	2164.32	2	
5004	Jan_van_Galenstraat	5109	Sportlaan	3	2415.75	2	
5003	Burg_De_Vlugtlaan	5109	Sportlaan	1	2882.02	2	
5002	Station_Sloterdijk	5109	Sportlaan	8	3016.7	2	
5001	Isolatorweg	5109	Sportlaan	1	2773.23	2	
5119	De_Boelelaan/VU	5109	Sportlaan	22	1274.28	1	
5118	A.J._Ernststraat	5109	Sportlaan	10	1088.07	1	
